ContentBodyId,ContentDocumentId,PathOnClient,ContentLocation,FirstPublishLocationId,TextPreview,Title,VersionData,VersionNumber,ContentUrl,Description,FileExtension,FileType,dfsle__GeneratedFileName__c,NetworkId,Origin,OwnerId,PublishStatus,RatingCount,SharingOption
05TDI000000RvuU2AS,069DI000000NCYLYA4,Q-30732-20230508-2055.pdf,S,005Do000000v14GIAQ,,Q-30732-20230508-2055.pdf,/services/data/v58.0/sobjects/ContentVersion/068DI000000NEGjYAO/VersionData,1,,,pdf,PDF,,,C,005Do000000v14GIAQ,P,0,A
