External_ID__c,Name,IsActive,ProductCode,CurrencyIsoCode,Description,Family,Product_Line__c,SBQQ__QuantityEditable__c,SBQQ__QuantityScale__c,Data_Content_Line__c,Do_Not_Fulfill__c,Do_Not_Integrate_to_NS__c,Fulfillment_Family__c,SBQQ__AssetAmendmentBehavior__c,SBQQ__AssetConversion__c,SBQQ__BatchQuantity__c,SBQQ__BillingFrequency__c,SBQQ__BillingType__c,SBQQ__BlockPricingField__c,SBQQ__ChargeType__c,SBQQ__Component__c,SBQQ__PricingMethod__c
EX-0020257,"Reading, PA - 1x",true,39740,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020265,"Gainesville, FL - 1x",true,23540,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020270,"Albany, GA - 1x",true,10500,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020271,"Killeen-Temple-Fort Hood, TX - 1x",true,28660,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020272,"Gadsden, AL - 1x",true,23460,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020273,"Jonesboro, AR - 1x",true,27860,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020274,"Bakersfield, CA - 1x",true,12540,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020275,"Youngstown-Warren-Boardman, OH-PA - 1x",true,49660,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020276,"Atlantic City, NJ - 1x",true,12100,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020277,"New Orleans-Metairie-Kenner, LA - 1x",true,35380,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020278,"Rockford, IL - 1x",true,40420,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020280,"Syracuse, NY - 1x",true,45060,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020281,"Glens Falls, NY - 1x",true,24020,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020282,"Colorado Springs, CO - 1x",true,17820,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020283,"Las Cruces, NM - 1x",true,29740,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020284,"Madison, WI - 1x",true,31540,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020285,"Waterloo-Cedar Falls, IA - 1x",true,47940,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020286,"Harrisonburg, VA - 1x",true,25500,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020288,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD - 1x",true,37980,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020289,"Brownsville-Harlingen, TX - 1x",true,15180,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020290,"Washington-Arlington-Alexandria, DC-VA-MD-WV - 1x",true,47900,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020291,"Ithaca, NY - 1x",true,27060,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020293,"Houston-Baytown-Sugar Land, TX - 1x",true,26420,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020295,"St. Louis, MO-IL - 1x",true,41180,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020297,"Pittsfield, MA - 1x",true,38340,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020300,"San Antonio, TX - 1x",true,41700,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020301,"New York-Northern New Jersey-Long Island, NY-NJ-PA - 1x",true,35620,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020302,"Fayetteville-Springdale-Rogers, AR-MO - 1x",true,22220,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020303,"Fort Walton Beach-Crestview-Destin, FL - 1x",true,23020,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020306,"Morgantown, WV - 1x",true,34060,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020307,"Farmington, NM - 1x",true,22140,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020309,"Williamsport, PA - 1x",true,48700,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020310,"Bowling Green, KY - 1x",true,14540,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020311,"Birmingham-Hoover, AL - 1x",true,13820,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020312,"Columbia, MO - 1x",true,17860,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020313,"Green Bay, WI - 1x",true,24580,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020314,"Lewiston-Auburn, ME - 1x",true,30340,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020315,"Palm Bay-Melbourne-Titusville, FL - 1x",true,37340,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020316,"Evansville, IN-KY - 1x",true,21780,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020321,"Eugene-Springfield, OR - 1x",true,21660,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020323,"Wichita Falls, TX - 1x",true,48660,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020324,"Salt Lake City, UT - 1x",true,41620,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020328,"Rapid City, SD - 1x",true,39660,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020329,"Springfield, OH - 1x",true,44220,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020331,"Hinesville-Fort Stewart, GA - 1x",true,25980,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020333,"Houma-Bayou Cane-Thibodaux, LA - 1x",true,26380,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020335,"Johnstown, PA - 1x",true,27780,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020336,"Charlotte-Gastonia-Concord, NC-SC - 1x",true,16740,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020338,"Medford, OR - 1x",true,32780,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020339,"Springfield, IL - 1x",true,44100,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020342,"Huntington-Ashland, WV-KY-OH - 1x",true,26580,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020343,"Rochester, NY - 1x",true,40380,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020344,"Columbus, GA-AL - 1x",true,17980,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020345,"Clarksville, TN-KY - 1x",true,17300,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020348,"Idaho Falls, ID - 1x",true,26820,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020350,"Cheyenne, WY - 1x",true,16940,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020353,"Deltona-Daytona Beach-Ormond Beach, FL - 1x",true,19660,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020357,"Appleton, WI - 1x",true,11540,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020359,"Utica-Rome, NY - 1x",true,46540,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020360,"Athens-Clarke County, GA - 1x",true,12020,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020361,"Lexington-Fayette, KY - 1x",true,30460,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020362,"Muskegon-Norton Shores, MI - 1x",true,34740,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020363,"Santa Barbara-Santa Maria-Goleta, CA - 1x",true,42060,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020367,"Hot Springs, AR - 1x",true,26300,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020372,"Phoenix-Mesa-Scottsdale, AZ - 1x",true,38060,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020373,"Warner Robins, GA - 1x",true,47580,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020378,"Anchorage, AK - 1x",true,11260,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020379,"Asheville, NC - 1x",true,11700,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020381,"Alexandria, LA - 1x",true,10780,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020382,"Baltimore-Towson, MD - 1x",true,12580,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020383,"Shreveport-Bossier City, LA - 1x",true,43340,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020385,"Mansfield, OH - 1x",true,31900,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020387,"Allentown-Bethlehem-Easton, PA-NJ - 1x",true,10900,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020388,"Springfield, MO - 1x",true,44180,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020389,"Rochester, MN - 1x",true,40340,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020390,"Lakeland, FL - 1x",true,29460,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020391,"Rocky Mount, NC - 1x",true,40580,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020392,"La Crosse, WI-MN - 1x",true,29100,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020393,"Bloomington-Normal, IL - 1x",true,14060,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020394,"Salisbury, MD - 1x",true,41540,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020395,"Florence-Muscle Shoals, AL - 1x",true,22520,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020396,"San Luis Obispo-Paso Robles, CA - 1x",true,42020,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020397,"San Diego-Carlsbad-San Marcos, CA - 1x",true,41740,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020398,"Terre Haute, IN - 1x",true,45460,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020399,"Altoona, PA - 1x",true,11020,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020400,"Albuquerque, NM - 1x",true,10740,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020402,"Sioux Falls, SD - 1x",true,43620,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020403,"Oshkosh-Neenah, WI - 1x",true,36780,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020405,"Corpus Christi, TX - 1x",true,18580,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020406,"Kennewick-Richland-Pasco, WA - 1x",true,28420,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020407,"Bangor, ME - 1x",true,12620,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020408,"Greenville, NC - 1x",true,24780,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020409,"Morristown, TN - 1x",true,34100,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020410,"Salem, OR - 1x",true,41420,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020411,"El Centro, CA - 1x",true,20940,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020412,"Greeley, CO - 1x",true,24540,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020413,"Canton-Massillon, OH - 1x",true,15940,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020414,"Brunswick, GA - 1x",true,15260,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020415,"Santa Rosa-Petaluma, CA - 1x",true,42220,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020416,"Parkersburg-Marietta, WV-OH - 1x",true,37620,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020417,"Lafayette, IN - 1x",true,29140,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020418,"Dallas-Fort Worth-Arlington, TX - 1x",true,19100,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020419,"Detroit-Warren-Livonia, MI - 1x",true,19820,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020422,"Lawrence, KS - 1x",true,29940,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020424,"Danville, VA - 1x",true,19260,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020425,"Sherman-Denison, TX - 1x",true,43300,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020426,"Michigan City-La Porte, IN - 1x",true,33140,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020427,"Pine Bluff, AR - 1x",true,38220,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020429,"Atlanta-Sandy Springs-Marietta, GA - 1x",true,12060,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020430,"St. George, UT - 1x",true,41100,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020431,"State College, PA - 1x",true,44300,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020435,"Lawton, OK - 1x",true,30020,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020436,"Boston-Cambridge-Quincy, MA-NH - 1x",true,14460,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020437,"Ocean City, NJ - 1x",true,36410,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020438,"Knoxville, TN - 1x",true,28940,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020439,"Norwich-New London, CT - 1x",true,35980,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020440,"Toledo, OH - 1x",true,45780,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020441,"Denver-Aurora, CO - 1x",true,19740,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020442,"Fairbanks, AK - 1x",true,21820,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020443,"Elkhart-Goshen, IN - 1x",true,21140,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020444,"Grand Forks, ND-MN - 1x",true,24220,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020445,"Dalton, GA - 1x",true,19140,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020446,"Weirton-Steubenville, WV-OH - 1x",true,48260,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020447,"Dayton, OH - 1x",true,19380,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020448,"Lynchburg, VA - 1x",true,31340,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020449,"Manchester-Nashua, NH - 1x",true,31700,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020450,"Redding, CA - 1x",true,39820,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020451,"McAllen-Edinburg-Pharr, TX - 1x",true,32580,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020454,"Grand Rapids-Wyoming, MI - 1x",true,24340,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020456,"Greensboro-High Point, NC - 1x",true,24660,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020459,"Kingston, NY - 1x",true,28740,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020460,"Tallahassee, FL - 1x",true,45220,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020461,"Charlottesville, VA - 1x",true,16820,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020462,"Corvallis, OR - 1x",true,18700,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020464,"Panama City-Lynn Haven, FL - 1x",true,37460,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020466,"Owensboro, KY - 1x",true,36980,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020470,"Oxnard-Thousand Oaks-Ventura, CA - 1x",true,37100,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020471,"Omaha-Council Bluffs, NE-IA - 1x",true,36540,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
EX-0020474,"College Station-Bryan, TX - 1x",true,17780,USD,,DCC Geo,,true,,true,false,true,Horizon,Default,One per quote line,,,,Quantity,,false,List
