ContentBodyId,ContentDocumentId,PathOnClient,ContentLocation,FirstPublishLocationId,TextPreview,Title,VersionData,VersionNumber,ContentUrl,Description,FileExtension,FileType,dfsle__GeneratedFileName__c,NetworkId,Origin,OwnerId,PublishStatus,RatingCount,SharingOption
05TDo00000GYEFBMA5,069Do000004dGqnIAE,CEMEX INC - Q-57343_completed.pdf,S,0053i000002SxjyAAC,,CEMEX INC - Q-57343_completed.pdf,/services/data/v57.0/sobjects/ContentVersion/068Do000004hayzIAA/VersionData,1,,,pdf,PDF,,,C,0053i000002SxjyAAC,P,0,A
