LastModifiedDate,SBQQ__RecordId__c,SBQQ__RedirectUrl__c,SBQQ__Stacktrace__c,SBQQ__JobDetails__c,SBQQ__JobStatus__c,Name,SBQQ__IsRead__c,SBQQ__JobId__c
2023-04-19T21:39:05.000+0000,800Do000000xJEmIAM::RenewContract,,,Cannot read property 'shouldGenerateLines' of undefined,Failed,JOB00074042,false,707Do00000i8uMh
2023-04-19T21:39:05.000+0000,800Do000000xJMcIAM::RenewContract,,,Cannot read property 'shouldGenerateLines' of undefined,Failed,JOB00038957,false,707Do00000i8uMh
2023-04-19T21:39:05.000+0000,800Do000000xKCjIAM::RenewContract,,,Cannot read property 'shouldGenerateLines' of undefined,Failed,JOB00074040,false,707Do00000i8uMh
2023-04-19T21:39:05.000+0000,800Do000000xKCiIAM::RenewContract,,,Cannot read property 'shouldGenerateLines' of undefined,Failed,JOB00074045,false,707Do00000i8uMh
2023-04-19T21:39:05.000+0000,800Do000000xJEnIAM::RenewContract,,,Cannot read property 'shouldGenerateLines' of undefined,Failed,JOB00074039,false,707Do00000i8uMh
2023-04-19T21:39:05.000+0000,800Do000000xElqIAE::RenewContract,,,Cannot read property 'shouldGenerateLines' of undefined,Failed,JOB00074041,false,707Do00000i8uMh
2023-04-19T21:39:01.000+0000,800Do000000xFatIAE::RenewContract,,,"Error while creating Quote Record:SBQQ.ValidationException: [""operation performed with inactive user [0053i000002aAvd] as owner of 01I3i000000X1XE""]

(System Code)",Failed,JOB00074044,false,707Do00000i8uh1
2023-04-19T21:39:01.000+0000,800Do000000xJTdIAM::RenewContract,,,"Error while creating Quote Record:SBQQ.ValidationException: [""operation performed with inactive user [0053i000002SgPZ] as owner of 01I3i000000X1XE""]

(System Code)",Failed,JOB00062663,false,707Do00000i8vau
2023-04-19T21:39:01.000+0000,800Do000000xMUIIA2::RenewContract,,,"Error while creating Quote Record:SBQQ.ValidationException: [""operation performed with inactive user [0053i000002SgPZ] as owner of 01I3i000000X1XE""]

(System Code)",Failed,JOB00062664,false,707Do00000i8vau
2023-04-19T21:39:01.000+0000,800Do000000xHqqIAE::RenewContract,,,"Error while creating Quote Record:SBQQ.ValidationException: [""operation performed with inactive user [0053i000002SgPZ] as owner of 01I3i000000X1XE""]

(System Code)",Failed,JOB00062661,false,707Do00000i8vau
2023-04-19T21:39:01.000+0000,800Do000000xIkdIAE::RenewContract,,,"Error while creating Quote Record:SBQQ.ValidationException: [""operation performed with inactive user [0053i000002aAvd] as owner of 01I3i000000X1XE""]

(System Code)",Failed,JOB00074046,false,707Do00000i8uh1
