Id,SBQQ__TargetCustomerAmount__c
a6GDo0000000HEFMA2,9450
a6GDo0000000HduMAE,2400
a6GDo0000000GdrMAE,1260
a6GDo0000000HJMMA2,2400
a6GDo0000000HFXMA2,3480
a6GDo0000000HZoMAM,6048
a6GDo0000000HZ0MAM,6016.47
a6GDo0000000HYuMAM,8568
a6GDo0000000HKBMA2,10940
a6GDo0000000HAbMAM,2340
a6GDo0000000HGjMAM,1200
a6GDo0000000Fp7MAE,1015
a6GDo0000000HRaMAM,2400
a6GDo0000000HVCMA2,2700
a6GDo0000000HV2MAM,2800
a6GDo0000000HUnMAM,3336
a6GDo0000000GmEMAU,3654
a6GDo0000000HSJMA2,3480
a6GDo0000000H0ZMAU,2400
a6GDo0000000HT6MAM,3000
a6GDo0000000HPdMAM,1200
a6GDo0000000GVmMAM,1260.78
a6GDo0000000HKZMA2,11843.01
a6GDo0000000GvmMAE,13910.34
a6GDo0000000HK5MAM,6174
a6GDo0000000Gn2MAE,7020
a6GDo0000000GuNMAU,3654
a6GDo0000000HIYMA2,1596
a6GDo0000000HIXMA2,5000
a6GDo0000000Ge7MAE,2520
a6GDo0000000Gy6MAE,7683.6
a6GDo0000000H7aMAE,5400
a6GDo0000000GuiMAE,3336
a6GDo0000000HBHMA2,8820
a6GDo0000000H1dMAE,3169
a6GDo0000000GKLMA2,27118.8
a6GDo0000000H7jMAE,3732
a6GDo0000000H6CMAU,5821.2
a6GDo0000000GpPMAU,7368.5
a6GDo0000000H4zMAE,2512.89
a6GDo0000000GPjMAM,7040
a6GDo0000000GmeMAE,7683.6
a6GDo0000000Gu2MAE,900
a6GDo0000000H0TMAU,7030.8
a6GDo0000000Gq6MAE,5760
a6GDo0000000GP2MAM,2400
a6GDo0000000GqWMAU,1740
a6GDo0000000GyJMAU,1607.09
a6GDo0000000GRPMA2,2895.32
a6GDo0000000FTVMA2,3000
a6GDo0000000GvnMAE,7680
a6GDo0000000GjaMAE,2640
a6GDo0000000Gv4MAE,1936.96
a6GDo0000000GnaMAE,2400
a6GDo0000000GuVMAU,2400
a6GDo0000000GrCMAU,4000
a6GDo0000000GpMMAU,3654
a6GDo0000000GmwMAE,3654
a6GDo0000000GTDMA2,1800
a6GDo0000000GXGMA2,1680
a6GDo0000000GSNMA2,1200
a6GDo0000000Gn5MAE,5600
a6GDo0000000FmTMAU,5332
a6GDo0000000GP6MAM,2268.4
a6GDo0000000GlTMAU,1800
a6GDo0000000GgyMAE,3336
a6GDo0000000Gl9MAE,61254
a6GDo0000000FoIMAU,1900
a6GDo0000000GYGMA2,5484
a6GDo0000000GQwMAM,6520.51
a6GDo0000000GZeMAM,8315.7
a6GDo0000000GfGMAU,9337.34
a6GDo0000000GerMAE,8568
a6GDo0000000GeNMAU,2325.58
a6GDo0000000GWlMAM,5736
a6GDo0000000GJ1MAM,5000
a6GDo0000000GKuMAM,900
a6GDo0000000GXxMAM,9193.8
a6GDo0000000GRBMA2,2493
a6GDo0000000GYUMA2,13538.2
a6GDo0000000GYFMA2,9360
a6GDo0000000Fw0MAE,7500
a6GDo0000000GHRMA2,6848
a6GDo0000000FvyMAE,5000
a6GDo0000000GP9MAM,3686
a6GDo0000000GUSMA2,4500
a6GDo0000000GTuMAM,3933
a6GDo0000000GToMAM,8481.6
a6GDo0000000G6lMAE,15145
a6GDo0000000GS7MAM,8316
a6GDo0000000GROMA2,1400
a6GDo0000000G5EMAU,29775.6
a6GDo0000000GQRMA2,6120
a6GDo0000000GCgMAM,5400
a6GDo0000000GO5MAM,6135
a6GDo0000000GK1MAM,12743.01
a6GDo0000000FlAMAU,13028.4
a6GDo0000000GBbMAM,5544
a6GDo0000000GEzMAM,1800
a6GDo0000000GEtMAM,3000
a6GDo0000000GEUMA2,16050
a6GDo0000000Fz8MAE,5616.39
a6GDo0000000GC4MAM,3087
a6GDo0000000Ff1MAE,3774
a6GDo0000000G6pMAE,1819
a6GDo0000000G58MAE,5817.42
a6GDo0000000G5DMAU,6228
a6GDo0000000FmgMAE,7421.28
a6GDo0000000G2xMAE,4044.6
a6GDo0000000FeyMAE,1735.65
a6GDo0000000G1BMAU,960
a6GDo0000000FZdMAM,3454
a6GDo0000000FitMAE,9698.4
a6GDo0000000FsFMAU,1800
a6GDo0000000FgjMAE,4359.6
a6GDo0000000FidMAE,3600
a6GDo0000000FY5MAM,5200
a6GDo0000000FdsMAE,6753
a6GDo0000000FaMMAU,1000
a6GDo0000000FZ2MAM,4560
a6GDo0000000FYsMAM,1800
a6GDo0000000FWhMAM,799
a6GDo0000000FW8MAM,1680
a6GDo0000000ElWMAU,3084
a6GDo0000000EglMAE,3780
a6GDo00000004NeMAI,9585
