Id,SBQQ__RenewedSubscription__c,SBQQ__UpgradedSubscription__c
a6CDo0000012MRFMA2,,
a6CDo0000012MRGMA2,,
a6CDo0000012MRHMA2,,
a6CDo0000012MRIMA2,,
a6CDo0000012MRJMA2,,
a6CDo0000012MRKMA2,,
a6CDo0000012MRLMA2,,
a6CDo0000012MRMMA2,,
a6CDo0000012MRNMA2,,
a6CDo0000012MROMA2,,
a6CDo0000012MRPMA2,,
a6CDo0000012MRQMA2,,
a6CDo0000012MRRMA2,,
a6CDo0000012MRSMA2,,
a6CDo0000012MRTMA2,,
a6CDo0000012MRUMA2,,
a6CDo0000012MRVMA2,,
a6CDo0000012MRWMA2,,
a6CDo0000012MRXMA2,,
a6CDo0000012MRYMA2,,
a6CDo0000012MRZMA2,,
a6CDo0000012MRaMAM,,
a6CDo0000012MRbMAM,,
a6CDo0000012MRcMAM,,
a6CDo0000012MRdMAM,,
a6CDo0000012MReMAM,,
a6CDo0000012MRfMAM,,
a6CDo0000012MRgMAM,,
a6CDo0000012MRhMAM,,
a6CDo0000012MRiMAM,,
a6CDo0000012MRjMAM,,
a6CDo0000012MRkMAM,,
a6CDo0000012MRlMAM,,
a6CDo0000012MRmMAM,,
a6CDo0000012MRnMAM,,
a6CDo0000012MRoMAM,,
a6CDo0000012MRpMAM,,
a6CDo0000012MRqMAM,,
a6CDo0000012MRrMAM,,
a6CDo0000012MRsMAM,,
a6CDo0000012MRtMAM,,
a6CDo0000012MRuMAM,,
a6CDo0000012MRvMAM,,
a6CDo0000012MRwMAM,,
a6CDo0000012MRxMAM,,
a6CDo0000012MRyMAM,,
a6CDo0000012MRzMAM,,
a6CDo0000012MS0MAM,,
a6CDo0000012MS1MAM,,
a6CDo0000012MS2MAM,,
a6CDo0000012MS3MAM,,
a6CDo0000012MS4MAM,,
a6CDo0000012MS5MAM,,
a6CDo0000012MS6MAM,,
a6CDo0000012MS7MAM,,
a6CDo0000012MS8MAM,,
a6CDo0000012MS9MAM,,
a6CDo0000012MSAMA2,,
a6CDo0000012MSBMA2,,
a6CDo0000012MSCMA2,,
a6CDo0000012MSDMA2,,
a6CDo0000012MSEMA2,,
a6CDo0000012MSFMA2,,
a6CDo0000012MSGMA2,,
a6CDo0000012MSHMA2,,
a6CDo0000012MSIMA2,,
a6CDo0000012MSJMA2,,
a6CDo0000012MSKMA2,,
a6CDo0000012MSLMA2,,
a6CDo0000012MSMMA2,,
a6CDo0000012MSNMA2,,
a6CDo0000012MSOMA2,,
a6CDo0000012MSPMA2,,
a6CDo0000012MSQMA2,,
a6CDo0000012MSRMA2,,
a6CDo0000012MSSMA2,,
a6CDo0000012MSTMA2,,
a6CDo0000012MSUMA2,,
a6CDo0000012MSVMA2,,
a6CDo0000012MSWMA2,,
a6CDo0000012MSXMA2,,
a6CDo0000012MSYMA2,,
a6CDo0000012MSZMA2,,
a6CDo0000012MSaMAM,,
a6CDo0000012MSbMAM,,
a6CDo0000012MScMAM,,
a6CDo0000012MSdMAM,,
a6CDo0000012MSeMAM,,
a6CDo0000012MSfMAM,,
a6CDo0000012MSgMAM,,
a6CDo0000012MShMAM,,
a6CDo0000012MSiMAM,,
a6CDo0000012MSjMAM,,
a6CDo0000012MSkMAM,,
a6CDo0000012MSlMAM,,
a6CDo0000012MSmMAM,,
a6CDo0000012MSnMAM,,
a6CDo0000012MSoMAM,,
a6CDo0000012MSpMAM,,
a6CDo0000012MSqMAM,,
a6CDo0000012MSrMAM,,
a6CDo0000012MSsMAM,,
a6CDo0000012MStMAM,,
