Id,SBQQ__Quote__r.Name,SBQQ__Group__r.Name,SBQQ__Product__c,SBQQ__Product__r.Name,Product_Line__c,SBQQ__Group__c
a6CDo0000012H9RMAU,Q-65778,Zero bb,01tDo000000UZSRIA4,The Blue Book - Alpha Listing,Advertising,a6ADo000000snRpMAI
