Id,Amendment_Type__c,SBQQ__Amendment_Owner__c,auto+close_Cancellation__c,
800Do000000x91pIAA,Cancellation,005Do000000v14G
800Do000000x92BIAQ,Cancellation,005Do000000v14G
800Do000000x92MIAQ,Cancellation,005Do000000v14G
800Do000000x93MIAQ,Cancellation,005Do000000v14G
800Do000000x96wIAA,Cancellation,005Do000000v14G
800Do000000x9aEIAQ,Cancellation,005Do000000v14G
800Do000000x9bmIAA,Cancellation,005Do000000v14G
800Do000000x9CXIAY,Cancellation,005Do000000v14G
800Do000000x9D5IAI,Cancellation,005Do000000v14G
800Do000000x9DnIAI,Cancellation,005Do000000v14G
800Do000000x9DVIAY,Cancellation,005Do000000v14G
800Do000000x9EgIAI,Cancellation,005Do000000v14G
800Do000000x9EvIAI,Cancellation,005Do000000v14G
800Do000000x9F1IAI,Cancellation,005Do000000v14G
800Do000000x9fOIAQ,Cancellation,005Do000000v14G
800Do000000x9fpIAA,Cancellation,005Do000000v14G
800Do000000x9fqIAA,Cancellation,005Do000000v14G
800Do000000x9hyIAA,Cancellation,005Do000000v14G
800Do000000x9I3IAI,Cancellation,005Do000000v14G
800Do000000x9ICIAY,Cancellation,005Do000000v14G
800Do000000x9IMIAY,Cancellation,005Do000000v14G
800Do000000x9j9IAA,Cancellation,005Do000000v14G
800Do000000x9jZIAQ,Cancellation,005Do000000v14G
800Do000000x9k4IAA,Cancellation,005Do000000v14G
800Do000000x9OaIAI,Cancellation,005Do000000v14G
800Do000000x9OSIAY,Cancellation,005Do000000v14G
800Do000000x9OUIAY,Cancellation,005Do000000v14G
800Do000000x9OXIAY,Cancellation,005Do000000v14G
800Do000000x9PhIAI,Cancellation,005Do000000v14G
800Do000000x9qoIAA,Cancellation,005Do000000v14G
800Do000000x9rqIAA,Cancellation,005Do000000v14G
800Do000000x9rWIAQ,Cancellation,005Do000000v14G
800Do000000x9s9IAA,Cancellation,005Do000000v14G
800Do000000x9srIAA,Cancellation,005Do000000v14G
800Do000000x9uiIAA,Cancellation,005Do000000v14G
800Do000000x9uTIAQ,Cancellation,005Do000000v14G
800Do000000x9uvIAA,Cancellation,005Do000000v14G
800Do000000x9UxIAI,Cancellation,005Do000000v14G
800Do000000x9uyIAA,Cancellation,005Do000000v14G
800Do000000x9vUIAQ,Cancellation,005Do000000v14G
800Do000000x9vzIAA,Cancellation,005Do000000v14G
800Do000000x9wkIAA,Cancellation,005Do000000v14G
800Do000000x9wsIAA,Cancellation,005Do000000v14G
800Do000000x9x2IAA,Cancellation,005Do000000v14G
800Do000000xA0OIAU,Cancellation,005Do000000v14G
800Do000000xA29IAE,Cancellation,005Do000000v14G
800Do000000xA2CIAU,Cancellation,005Do000000v14G
800Do000000xA2nIAE,Cancellation,005Do000000v14G
800Do000000xA6OIAU,Cancellation,005Do000000v14G
800Do000000xA87IAE,Cancellation,005Do000000v14G
800Do000000xA8kIAE,Cancellation,005Do000000v14G
800Do000000xA8oIAE,Cancellation,005Do000000v14G
800Do000000xA90IAE,Cancellation,005Do000000v14G
800Do000000xACZIA2,Cancellation,005Do000000v14G
800Do000000xADeIAM,Cancellation,005Do000000v14G
800Do000000xAdmIAE,Cancellation,005Do000000v14G
800Do000000xADOIA2,Cancellation,005Do000000v14G
800Do000000xADwIAM,Cancellation,005Do000000v14G
800Do000000xADyIAM,Cancellation,005Do000000v14G
800Do000000xAf0IAE,Cancellation,005Do000000v14G
800Do000000xAfwIAE,Cancellation,005Do000000v14G
800Do000000xAg3IAE,Cancellation,005Do000000v14G
800Do000000xAg9IAE,Cancellation,005Do000000v14G
800Do000000xAgCIAU,Cancellation,005Do000000v14G
800Do000000xAihIAE,Cancellation,005Do000000v14G
800Do000000xAiYIAU,Cancellation,005Do000000v14G
800Do000000xAj8IAE,Cancellation,005Do000000v14G
