Id,StartDate,EndDate,Amendment_Type__c,SBQQ__AmendmentOwner__c,Status,SBQQ__AmendmentStartDate__c,Auto_Close_Cancellation__c,Renewal_Mode__c,Account.Customer_Id__c,Count_of_Blue_Book_Subs__c
800Do000000xHzZIAU,2021-05-01,2023-04-30,Cancellation,005Do000000v14GIAQ,Activated,2022-11-01,true,Expire,7882826,6
800Do000000xHzcIAE,2021-07-01,2023-06-30,Cancellation,005Do000000v14GIAQ,Activated,2022-11-01,true,Expire,7898715,6
800Do000000xHzdIAE,2021-05-01,2023-04-30,Cancellation,005Do000000v14GIAQ,Activated,2022-11-01,true,Expire,7900634,22
800Do000000xHzhIAE,2021-10-01,2023-09-30,Cancellation,005Do000000v14GIAQ,Activated,2022-11-01,true,Expire,7934602,12
800Do000000xHznIAE,2021-07-01,2023-06-30,Cancellation,005Do000000v14GIAQ,Activated,2022-11-01,true,Expire,794394,6
800Do000000xI0QIAU,2022-01-01,2023-12-31,Cancellation,005Do000000v14GIAQ,Activated,2022-11-01,true,Expire,8295838,6
800Do000000xI0hIAE,2022-03-01,2024-02-29,Cancellation,005Do000000v14GIAQ,Activated,2022-11-01,true,Expire,8409022,8
800Do000000xI0qIAE,2021-03-01,2023-02-28,Cancellation,005Do000000v14GIAQ,Activated,2022-11-01,true,Expire,8508283,6
800Do000000xI13IAE,2021-11-01,2023-10-31,Cancellation,005Do000000v14GIAQ,Activated,2022-11-01,true,Expire,8562198,6
800Do000000xI1HIAU,2021-10-01,2023-09-30,Cancellation,005Do000000v14GIAQ,Activated,2022-11-01,true,Expire,8608657,6
800Do000000xI1IIAU,2022-02-01,2023-01-31,Cancellation,005Do000000v14GIAQ,Activated,2022-11-01,true,Expire,8608781,2
800Do000000xI1cIAE,2021-06-01,2023-05-31,Cancellation,005Do000000v14GIAQ,Activated,2022-11-01,true,Expire,8639291,6
800Do000000xI1jIAE,2022-01-01,2023-12-31,Cancellation,005Do000000v14GIAQ,Activated,2022-11-01,true,Expire,8697102,6
800Do000000xI1mIAE,2021-09-01,2023-08-31,Cancellation,005Do000000v14GIAQ,Activated,2022-11-01,true,Expire,8708716,6
800Do000000xI1wIAE,2021-09-01,2023-08-31,Cancellation,005Do000000v14GIAQ,Activated,2022-11-01,true,Expire,8735870,6
800Do000000xI21IAE,2021-11-01,2023-10-31,Cancellation,005Do000000v14GIAQ,Activated,2022-11-01,true,Expire,8772189,10
800Do000000xI26IAE,2021-12-01,2023-11-30,Cancellation,005Do000000v14GIAQ,Activated,2022-11-01,true,Expire,8833157,8
800Do000000xI28IAE,2022-01-01,2023-12-31,Cancellation,005Do000000v14GIAQ,Activated,2022-11-01,true,Expire,8850961,6
800Do000000xI29IAE,2022-01-01,2023-12-31,Cancellation,005Do000000v14GIAQ,Activated,2022-11-01,true,Expire,8850988,6
800Do000000xI2FIAU,2022-03-01,2023-02-28,Cancellation,005Do000000v14GIAQ,Activated,2022-11-01,true,Expire,8872488,3
800Do000000xI2OIAU,2022-05-01,2023-04-30,Cancellation,005Do000000v14GIAQ,Activated,2022-11-01,true,Expire,8887589,3
800Do000000xI2PIAU,2022-05-01,2023-04-30,Cancellation,005Do000000v14GIAQ,Activated,2022-11-01,true,Expire,8888820,4
800Do000000xI2WIAU,2022-06-01,2023-05-31,Cancellation,005Do000000v14GIAQ,Activated,2022-11-01,true,Expire,8924465,2
800Do000000xI2bIAE,2022-07-01,2024-06-30,Cancellation,005Do000000v14GIAQ,Activated,2022-11-01,true,Expire,8941971,6
800Do000000xI2fIAE,2022-07-01,2023-06-30,Cancellation,005Do000000v14GIAQ,Activated,2022-11-01,true,Expire,8943878,2
800Do000000xO4iIAE,2023-01-03,2024-01-02,Cancellation,005Do000000v14GIAQ,Activated,2022-11-01,true,Expire,D00146939,3
800Do000000xZPRIA2,2023-02-13,2024-02-12,Cancellation,005Do000000v14GIAQ,Draft,2022-11-01,true,Expire,5976560,2
800Do000000xaASIAY,2023-01-01,2024-12-31,Cancellation,005Do000000v14GIAQ,Draft,2022-11-01,true,Expire,7537410,4
