Id,SBQQ__ConfigurationType__c,SBQQ__ConfigurationEvent__c
01tDo000000UZFRIA4,#N/A,#N/A
01tDo000000UZGaIAO,#N/A,#N/A
01tDo000000UZFSIA4,#N/A,#N/A
01tDo000000UZHYIA4,#N/A,#N/A
01tDo000000UZHUIA4,#N/A,#N/A
01tDo000000UZJNIA4,#N/A,#N/A
01tDo000000UZIHIA4,#N/A,#N/A
01tDo000000UZJtIAO,#N/A,#N/A
01tDo000000UZMKIA4,#N/A,#N/A
01tDo000000UZM0IAO,#N/A,#N/A
01tDo000000UZNjIAO,#N/A,#N/A
01tDo000000UZNkIAO,#N/A,#N/A
01tDo000000UZNHIA4,,
01tDo000000UZPiIAO,#N/A,#N/A
01tDo000000UZPnIAO,#N/A,#N/A
01tDo000000UZOqIAO,#N/A,#N/A
01tDo000000UZQMIA4,#N/A,#N/A
01tDo000000UZSKIA4,#N/A,#N/A
01tDo000000UZU4IAO,#N/A,#N/A
01tDo000000UZUeIAO,#N/A,#N/A
01tDo000000UZUrIAO,#N/A,#N/A
01tDo000000UZUdIAO,#N/A,#N/A
01tDo000000UZWnIAO,#N/A,#N/A
01tDo000000UZWiIAO,#N/A,#N/A
01tDo000000UZWQIA4,#N/A,#N/A
01tDo000000UZX0IAO,#N/A,#N/A
01tDo000000UZXKIA4,#N/A,#N/A
01tDo000000UZYPIA4,#N/A,#N/A
