Id,BB_Stats__c,Account_Number__c,BB_Last_Sync_Date__c,NS_Invoice_Due_Date__c,BB_Account__c,BB_Account_Sequence__c,Revenue_Account_ID__c,NS_Invoice_Amt_Due__c
0013i00002KrOqBAAV,525056,,,,525056,525056-0,,0
0013i00002KrOqCAAV,525062,,,,525062,525062-0,,0
0013i00002KrOqDAAV,525077,,,,525077,525077-0,,0
0013i00002KrOqEAAV,525095,,,,525095,525095-0,,0
0013i00002KrOqFAAV,525097,,,,525097,525097-0,,0
0013i00002KrOqGAAV,525102,,,,525102,525102-0,,0
0013i00002KrOqHAAV,525106,,,,525106,525106-0,,0
0013i00002KrOqIAAV,525107,,,,525107,525107-0,,0
0013i00002KrOqJAAV,525109,,,,525109,525109-0,,0
0013i00002KrOqKAAV,525112,,,,525112,525112-0,,0
0013i00002KrOqLAAV,525113,,,,525113,525113-0,,0
0013i00002KrOqMAAV,525114,,,,525114,525114-0,,0
0013i00002KrOqNAAV,525118,,,,525118,525118-0,,0
0013i00002KrOqOAAV,525119,,,,525119,525119-0,,0
0013i00002KrOqPAAV,525120,,,,525120,525120-0,,0
0013i00002KrOqQAAV,525123,,,,525123,525123-0,,0
0013i00002KrOqRAAV,525128,,,,525128,525128-0,,0
0013i00002KrOqSAAV,525132,,,,525132,525132-0,,0
0013i00002KrOqTAAV,525134,,,,525134,525134-0,,0
0013i00002KrOqUAAV,525135,,,,525135,525135-0,,0
0013i00002KrOqVAAV,525136,,,,525136,525136-0,,0
0013i00002KrOqWAAV,525137,,,,525137,525137-0,,0
0013i00002KrOqXAAV,525139,,,,525139,525139-0,,0
0013i00002KrOqYAAV,525140,,,,525140,525140-0,,0
0013i00002KrOqZAAV,525151,,,,525151,525151-0,,0
0013i00002KrOqaAAF,525152,,,,525152,525152-0,,0
0013i00002KrOqbAAF,525153,,,,525153,525153-0,,0
0013i00002KrOqcAAF,525162,,,,525162,525162-0,,0
0013i00002KrOqdAAF,525163,,,,525163,525163-0,,0
0013i00002KrOqeAAF,525169,,,,525169,525169-0,,0
0013i00002KrOqfAAF,525175,,,,525175,525175-0,,0
0013i00002KrOqgAAF,525179,,,,525179,525179-0,,0
0013i00002KrOqhAAF,525181,,,,525181,525181-0,,0
0013i00002KrOqiAAF,525186,,,,525186,525186-0,,0
0013i00002KrOqjAAF,525197,,,,525197,525197-0,,0
0013i00002KrOqkAAF,525206,,,,525206,525206-0,,0
0013i00002KrOqlAAF,525221,,,,525221,525221-0,,0
0013i00002KrOqmAAF,525222,,,,525222,525222-0,,0
0013i00002KrOqnAAF,525226,,,,525226,525226-0,,0
0013i00002KrOqoAAF,525231,,,,525231,525231-0,,0
0013i00002KrOqpAAF,525241,,,,525241,525241-0,,0
0013i00002KrOqrAAF,525250,,,,525250,525250-0,,0
0013i00002KrOqsAAF,525253,,,,525253,525253-0,,0
0013i00002KrOqtAAF,525258,,,,525258,525258-0,,0
0013i00002KrOquAAF,525261,,,,525261,525261-0,,0
0013i00002KrOqvAAF,525270,,,,525270,525270-0,,0
0013i00002KrOqwAAF,525272,,,,525272,525272-0,,0
0013i00002KrOqxAAF,525284,,,,525284,525284-0,,0
0013i00002KrOqzAAF,525286,,,,525286,525286-0,,0
0013i00002KrOr0AAF,525299,,,,525299,525299-0,,0
0013i00002KrOr1AAF,525301,,,,525301,525301-0,,0
0013i00002KrOr2AAF,525306,,,,525306,525306-0,,0
0013i00002KrOr4AAF,525324,,,2022-12-31,525324,525324-0,D00146312,4251.2
0013i00002KrOr5AAF,525327,,,,525327,525327-0,,0
0013i00002KrOr6AAF,525329,,,,525329,525329-0,,0
0013i00002KrOr7AAF,525331,,,,525331,525331-0,,0
0013i00002KrOr9AAF,525335,,,,525335,525335-0,,0
0013i00002KrOrAAAV,525337,,,,525337,525337-0,,0
0013i00002KrOrBAAV,525340,,,,525340,525340-0,,0
0013i00002KrOrCAAV,525350,,,,525350,525350-0,,0
0013i00002KrOrDAAV,525355,,,,525355,525355-0,,0
0013i00002KrOrEAAV,525362,,,,525362,525362-0,,0
0013i00002KrOrFAAV,525364,,,,525364,525364-0,,0
0013i00002KrOrGAAV,525365,,,,525365,525365-0,,0
0013i00002KrOrHAAV,525366,,,,525366,525366-0,,0
0013i00002KrOrIAAV,525370,,,2023-05-01,525370,525370-0,,268.8
0013i00002KrOrJAAV,525372,,,,525372,525372-0,,0
0013i00002KrOrKAAV,525383,,,,525383,525383-0,,0
0013i00002KrOrLAAV,525388,,,,525388,525388-0,,0
0013i00002KrOrMAAV,525390,,,,525390,525390-0,,0
0013i00002KrOrNAAV,525391,,,,525391,525391-0,,0
0013i00002KrOrOAAV,525401,,,,525401,525401-0,,0
0013i00002KrOrPAAV,525402,,,,525402,525402-0,,0
0013i00002KrOrQAAV,525403,,,,525403,525403-0,,0
0013i00002KrOrRAAV,525404,,,,525404,525404-0,,0
0013i00002KrOrSAAV,525409,,,,525409,525409-0,,0
0013i00002KrOrTAAV,525411,,,,525411,525411-0,,0
0013i00002KrOrUAAV,525415,,,,525415,525415-0,,0
0013i00002KrOrVAAV,525416,,,,525416,525416-0,,0
0013i00002KrOrWAAV,525417,,,,525417,525417-0,,0
0013i00002KrOrXAAV,525418,,,,525418,525418-0,,0
0013i00002KrOrYAAV,525422,,,,525422,525422-0,,0
0013i00002KrOrZAAV,525423,,,,525423,525423-0,,0
0013i00002KrOraAAF,525424,,,,525424,525424-0,,0
0013i00002KrOrbAAF,525425,,,,525425,525425-0,,0
0013i00002KrOrcAAF,525426,,,,525426,525426-0,,0
0013i00002KrOrdAAF,525427,,,,525427,525427-0,,0
0013i00002KrOreAAF,525428,,,,525428,525428-0,,0
0013i00002KrOrfAAF,525436,,,,525436,525436-0,,0
0013i00002KrOrgAAF,525445,,,,525445,525445-0,,0
0013i00002KrOrhAAF,525446,,,,525446,525446-0,,0
0013i00002KrOriAAF,525449,,,,525449,525449-0,,0
0013i00002KrOrkAAF,525454,,,,525454,525454-0,,0
0013i00002KrOrlAAF,525459,,,,525459,525459-0,,0
0013i00002KrOrnAAF,525463,,,,525463,525463-0,,0
0013i00002KrOroAAF,525464,,,,525464,525464-0,,0
0013i00002KrOrpAAF,525466,,,,525466,525466-0,,0
0013i00002KrOrqAAF,525469,,,,525469,525469-0,,0
0013i00002KrOrrAAF,525471,,,,525471,525471-0,,0
0013i00002KrOrsAAF,525473,,,,525473,525473-0,,0
0013i00002KrOrtAAF,525475,,,,525475,525475-0,,0
0013i00002KrOruAAF,525481,,,,525481,525481-0,,0
0013i00002KrOrvAAF,525482,,,,525482,525482-0,,0
0013i00002KrOrwAAF,525486,,,,525486,525486-0,,0
0013i00002KrOrxAAF,525495,,,,525495,525495-0,,0
0013i00002KrOryAAF,525498,,,,525498,525498-0,,0
0013i00002KrOrzAAF,525506,,,,525506,525506-0,,0
0013i00002KrOs0AAF,525507,,,,525507,525507-0,,0
0013i00002KrOs1AAF,525508,,,,525508,525508-0,,0
0013i00002KrOs2AAF,525510,,,,525510,525510-0,,0
0013i00002KrOs3AAF,525514,,,,525514,525514-0,,0
0013i00002KrOs4AAF,525515,,,,525515,525515-0,,0
0013i00002KrOs5AAF,525516,,,,525516,525516-0,,0
0013i00002KrOs6AAF,525517,,,2023-01-31,525517,525517-0,,1826
0013i00002KrOs7AAF,525519,,,,525519,525519-0,,0
0013i00002KrOs8AAF,525521,,,,525521,525521-0,,0
0013i00002KrOsAAAV,525542,,,,525542,525542-0,,0
0013i00002KrOsBAAV,525545,,,,525545,525545-0,,0
0013i00002KrOsCAAV,525558,,,,525558,525558-0,,0
0013i00002KrOsDAAV,525571,,,,525571,525571-0,,0
0013i00002KrOsEAAV,525573,,,,525573,525573-0,,0
0013i00002KrOsFAAV,525576,,,,525576,525576-0,,0
0013i00002KrOsGAAV,525584,,,,525584,525584-0,,0
0013i00002KrOsHAAV,525587,,,,525587,525587-0,,0
0013i00002KrOsIAAV,525613,,,,525613,525613-0,,0
0013i00002KrOsJAAV,525615,,,,525615,525615-0,,0
0013i00002KrOsKAAV,525646,,,,525646,525646-0,,0
0013i00002KrOsLAAV,525648,,,,525648,525648-0,,0
0013i00002KrOsMAAV,525650,,,,525650,525650-0,,0
0013i00002KrOsNAAV,525664,,,,525664,525664-0,,0
0013i00002KrOsOAAV,525668,,,,525668,525668-0,,0
0013i00002KrOsPAAV,525675,,,,525675,525675-0,,0
0013i00002KrOsQAAV,525685,,,,525685,525685-0,,0
0013i00002KrOsRAAV,525698,,,,525698,525698-0,,0
0013i00002KrOsSAAV,525706,,,,525706,525706-0,,0
0013i00002KrOsTAAV,525707,,,,525707,525707-0,,0
0013i00002KrOsUAAV,525719,,,,525719,525719-0,,0
0013i00002KrOsVAAV,525720,,,,525720,525720-0,,0
0013i00002KrOsWAAV,525723,,,,525723,525723-0,,0
0013i00002KrOsXAAV,525725,,,,525725,525725-0,,0
0013i00002KrOsYAAV,525728,,,,525728,525728-0,,0
0013i00002KrOsZAAV,525731,,,,525731,525731-0,,0
0013i00002KrOsaAAF,525740,,,,525740,525740-0,,0
0013i00002KrOsbAAF,525742,,,,525742,525742-0,,0
0013i00002KrOscAAF,525747,,,,525747,525747-0,,0
0013i00002KrOvHAAV,525748,,,,525748,525748-0,,0
0013i00002KrOvIAAV,525754,,,,525754,525754-0,,0
0013i00002KrOvJAAV,525756,,,,525756,525756-0,,0
0013i00002KrOvKAAV,525761,,,,525761,525761-0,,0
0013i00002KrOvLAAV,525765,,,,525765,525765-0,,0
0013i00002KrOvMAAV,525766,,,,525766,525766-0,,0
0013i00002KrOvNAAV,525777,,,,525777,525777-0,,0
0013i00002KrOvOAAV,525782,,,,525782,525782-0,,0
0013i00002KrOvPAAV,525783,,,,525783,525783-0,,0
0013i00002KrOvQAAV,525787,,,,525787,525787-0,,0
0013i00002KrOvRAAV,525788,,,,525788,525788-0,,0
0013i00002KrOvSAAV,525789,,,,525789,525789-0,,0
0013i00002KrOvTAAV,525793,,,,525793,525793-0,,0
0013i00002KrOvUAAV,525797,,,,525797,525797-0,,0
0013i00002KrOvVAAV,525799,,,,525799,525799-0,,0
0013i00002KrOvWAAV,525802,,,,525802,525802-0,,0
0013i00002KrOvXAAV,525804,,,,525804,525804-0,,0
0013i00002KrOvYAAV,525820,,,,525820,525820-0,,0
0013i00002KrOvZAAV,525822,,,,525822,525822-0,,0
0013i00002KrOvaAAF,525828,,,,525828,525828-0,,0
0013i00002KrOvbAAF,525835,,,,525835,525835-0,,0
0013i00002KrOvcAAF,525837,,,,525837,525837-0,,0
0013i00002KrOvdAAF,525843,,,,525843,525843-0,,0
0013i00002KrOveAAF,525847,,,,525847,525847-0,,0
0013i00002KrOvfAAF,525861,,,,525861,525861-0,,0
0013i00002KrOvgAAF,525863,,,,525863,525863-0,,0
0013i00002KrOvhAAF,525868,,,,525868,525868-0,,0
0013i00002KrOviAAF,525875,,,,525875,525875-0,,0
0013i00002KrOvjAAF,525880,,,,525880,525880-0,,0
0013i00002KrOvkAAF,525889,,,2023-06-01,525889,525889-0,,396.65
0013i00002KrOvlAAF,525893,,,,525893,525893-0,,0
0013i00002KrOvmAAF,525901,,,,525901,525901-0,,0
0013i00002KrOvnAAF,525908,,,,525908,525908-0,,0
0013i00002KrOvoAAF,525911,,,,525911,525911-0,,0
0013i00002KrOvpAAF,525919,,,,525919,525919-0,,0
0013i00002KrOvqAAF,525924,,,,525924,525924-0,,0
0013i00002KrOvrAAF,525935,,,,525935,525935-0,,0
0013i00002KrOvsAAF,525939,,,,525939,525939-0,,0
0013i00002KrOvtAAF,525955,,,,525955,525955-0,,0
0013i00002KrOvuAAF,525958,,,,525958,525958-0,,0
0013i00002KrOvvAAF,525960,,,,525960,525960-0,,0
0013i00002KrOvwAAF,525976,,,2023-06-01,525976,525976-0,,830.3
0013i00002KrOvxAAF,525978,,,,525978,525978-0,,0
0013i00002KrOvyAAF,526001,,,,526001,526001-0,,0
0013i00002KrOvzAAF,526002,,,,526002,526002-0,,0
0013i00002KrOw0AAF,526003,,,,526003,526003-0,,0
0013i00002KrOw1AAF,526005,,,,526005,526005-0,,0
0013i00002KrOw2AAF,526019,,,,526019,526019-0,,0
0013i00002KrOw4AAF,526025,,,,526025,526025-0,,0
0013i00002KrOw5AAF,526028,,,,526028,526028-0,,0
0013i00002KrOw6AAF,526051,,,,526051,526051-0,,0
0013i00002KrOw7AAF,526052,,,,526052,526052-0,,0
0013i00002KrOw8AAF,526055,,,,526055,526055-0,,0
0013i00002KrOw9AAF,526056,,,,526056,526056-0,,0
0013i00002KrOwAAAV,526059,,,,526059,526059-0,,0
0013i00002KrOwBAAV,526069,,,,526069,526069-0,,0
0013i00002KrOwCAAV,526070,,,2023-06-01,526070,526070-0,,398
0013i00002KrOwDAAV,526084,,,,526084,526084-0,,0
0013i00002KrOwEAAV,526093,,,,526093,526093-0,,0
0013i00002KrOwFAAV,526094,,,,526094,526094-0,,0
0013i00002KrOwGAAV,526095,,,,526095,526095-0,,0
0013i00002KrOwHAAV,526105,,,,526105,526105-0,,0
0013i00002KrOwIAAV,526108,,,,526108,526108-0,,0
0013i00002KrOwJAAV,526114,,,2023-06-01,526114,526114-0,,590.22
0013i00002KrOwKAAV,526120,,,,526120,526120-0,,0
0013i00002KrOwLAAV,526122,,,,526122,526122-0,,0
0013i00002KrOwMAAV,526135,,,,526135,526135-0,,0
0013i00002KrOwNAAV,526136,,,,526136,526136-0,,0
0013i00002KrOwPAAV,526139,,,,526139,526139-0,,0
0013i00002KrOwRAAV,526157,,,,526157,526157-0,,0
0013i00002KrOwSAAV,526161,,,,526161,526161-0,,0
0013i00002KrOwUAAV,526168,,,,526168,526168-0,,0
0013i00002KrOwVAAV,526169,,,,526169,526169-0,,0
0013i00002KrOwWAAV,526173,,,,526173,526173-0,,0
0013i00002KrOwXAAV,526178,,,,526178,526178-0,,0
0013i00002KrOwYAAV,526181,,,,526181,526181-0,,0
0013i00002KrOwZAAV,526188,,,,526188,526188-0,,0
0013i00002KrOwaAAF,526189,,,,526189,526189-0,,0
0013i00002KrOwbAAF,526195,,,,526195,526195-0,,0
0013i00002KrOwcAAF,526198,,,,526198,526198-0,,0
0013i00002KrOwdAAF,526199,,,,526199,526199-0,,0
0013i00002KrOweAAF,526200,,,,526200,526200-0,,0
0013i00002KrOwfAAF,526201,,,,526201,526201-0,,0
0013i00002KrOwgAAF,526210,,,2023-01-31,526210,526210-0,,1413.24
0013i00002KrOwhAAF,526217,,,,526217,526217-0,,0
0013i00002KrOwiAAF,526219,,,,526219,526219-0,,0
0013i00002KrOwjAAF,526225,,,,526225,526225-0,,0
0013i00002KrOwkAAF,526230,,,,526230,526230-0,,0
0013i00002KrOwlAAF,526238,,,,526238,526238-0,,0
0013i00002KrOwmAAF,526244,,,,526244,526244-0,,0
0013i00002KrOwnAAF,526247,,,,526247,526247-0,,0
0013i00002KrOwoAAF,526248,,,,526248,526248-0,,0
0013i00002KrOwpAAF,526249,,,,526249,526249-0,,0
0013i00002KrOwrAAF,526256,,,,526256,526256-0,,0
0013i00002KrOwsAAF,526257,,,,526257,526257-0,,0
0013i00002KrOwtAAF,526262,,,,526262,526262-0,,0
0013i00002KrOwuAAF,526266,,,,526266,526266-0,,0
0013i00002KrOwvAAF,526267,,,,526267,526267-0,,0
0013i00002KrOwwAAF,526269,,,,526269,526269-0,,0
0013i00002KrOwxAAF,526271,,,,526271,526271-0,,0
0013i00002KrOwyAAF,526272,,,,526272,526272-0,,0
0013i00002KrOx2AAF,526278,,,,526278,526278-0,,0
0013i00002KrOx3AAF,526280,,,,526280,526280-0,,0
0013i00002KrOx5AAF,526283,,,,526283,526283-0,,0
0013i00002KrOx6AAF,526286,,,,526286,526286-0,,0
0013i00002KrOx7AAF,526287,,,,526287,526287-0,,0
0013i00002KrOx8AAF,526289,,,,526289,526289-0,,0
0013i00002KrOx9AAF,526301,,,,526301,526301-0,,0
0013i00002KrOxAAAV,526302,,,,526302,526302-0,,0
0013i00002KrOxBAAV,526309,,,,526309,526309-0,,0
0013i00002KrOxCAAV,526314,,,,526314,526314-0,,0
0013i00002KrOxDAAV,526315,,,,526315,526315-0,,0
0013i00002KrOxEAAV,526316,,,,526316,526316-0,,0
0013i00002KrOxFAAV,526317,,,,526317,526317-0,,0
0013i00002KrOxGAAV,526319,,,,526319,526319-0,,0
0013i00002KrOxHAAV,526320,,,,526320,526320-0,,0
0013i00002KrOxIAAV,526322,,,,526322,526322-0,,0
0013i00002KrOxJAAV,526325,,,,526325,526325-0,,0
0013i00002KrOxKAAV,526333,,,2023-06-01,526333,526333-0,,513
0013i00002KrOxLAAV,526335,,,,526335,526335-0,,0
0013i00002KrOxMAAV,526343,,,,526343,526343-0,,0
0013i00002KrOxNAAV,526348,,,,526348,526348-0,,0
0013i00002KrOxOAAV,526354,,,,526354,526354-0,,0
0013i00002KrOxPAAV,526355,,,,526355,526355-0,,0
0013i00002KrOxQAAV,526358,,,,526358,526358-0,,0
0013i00002KrOxRAAV,526359,,,,526359,526359-0,,0
0013i00002KrOxSAAV,526360,,,,526360,526360-0,,0
0013i00002KrOxTAAV,526364,,,,526364,526364-0,,0
0013i00002KrOxUAAV,526366,,,,526366,526366-0,,0
0013i00002KrOxVAAV,526367,,,,526367,526367-0,,0
0013i00002KrOxWAAV,526368,,,,526368,526368-0,,0
0013i00002KrOxXAAV,526370,,,,526370,526370-0,,0
0013i00002KrOxYAAV,526371,,,,526371,526371-0,,0
0013i00002KrOxZAAV,526375,,,,526375,526375-0,,0
0013i00002KrOxaAAF,526380,,,,526380,526380-0,,0
0013i00002KrOxbAAF,526381,,,,526381,526381-0,,0
0013i00002KrOxcAAF,526387,,,,526387,526387-0,,0
0013i00002KrOxdAAF,526395,,,,526395,526395-0,,0
0013i00002KrOxeAAF,526396,,,,526396,526396-0,,0
0013i00002KrOxfAAF,526399,,,,526399,526399-0,,0
0013i00002KrOxgAAF,526400,,,,526400,526400-0,,0
0013i00002KrOxhAAF,526401,,,,526401,526401-0,,0
0013i00002KrOxiAAF,526403,,,,526403,526403-0,,0
0013i00002KrOxjAAF,526406,,,,526406,526406-0,,0
0013i00002KrOxkAAF,526410,,,2023-06-01,526410,526410-0,,447.98
0013i00002KrOxlAAF,526411,,,,526411,526411-0,,0
0013i00002KrOxmAAF,526414,,,,526414,526414-0,,0
0013i00002KrOxnAAF,526417,,,,526417,526417-0,,0
0013i00002KrOxoAAF,526421,,,,526421,526421-0,,0
0013i00002KrOxpAAF,526425,,,,526425,526425-0,,0
0013i00002KrOxqAAF,526426,,,,526426,526426-0,,0
0013i00002KrOxrAAF,526433,,,,526433,526433-0,,0
0013i00002KrOxsAAF,526436,,,,526436,526436-0,,0
0013i00002KrOxtAAF,526438,,,,526438,526438-0,,0
0013i00002KrOxuAAF,526443,,,,526443,526443-0,,0
0013i00002KrP0gAAF,526444,,,,526444,526444-0,,0
0013i00002KrP0hAAF,526448,,,,526448,526448-0,,0
0013i00002KrP0iAAF,526449,,,,526449,526449-0,,0
0013i00002KrP0jAAF,526461,,,,526461,526461-0,,0
0013i00002KrP0kAAF,526466,,,,526466,526466-0,,0
0013i00002KrP0lAAF,526474,,,2023-06-01,526474,526474-0,,112.5
0013i00002KrP0mAAF,526475,,,,526475,526475-0,,0
0013i00002KrP0nAAF,526480,,,,526480,526480-0,,0
0013i00002KrP0oAAF,526482,,,,526482,526482-0,,0
0013i00002KrP0pAAF,526484,,,,526484,526484-0,,0
0013i00002KrP0qAAF,526485,,,,526485,526485-0,,0
0013i00002KrP0rAAF,526486,,,,526486,526486-0,,0
0013i00002KrP0sAAF,526489,,,,526489,526489-0,,0
0013i00002KrP0tAAF,526492,,,,526492,526492-0,,0
0013i00002KrP0uAAF,526494,,,,526494,526494-0,,0
0013i00002KrP0vAAF,526506,,,,526506,526506-0,,0
0013i00002KrP0wAAF,526510,,,,526510,526510-0,,0
0013i00002KrP0xAAF,526513,,,,526513,526513-0,,0
0013i00002KrP0yAAF,526514,,,,526514,526514-0,,0
0013i00002KrP0zAAF,526516,,,,526516,526516-0,,0
0013i00002KrP10AAF,526517,,,,526517,526517-0,,0
0013i00002KrP11AAF,526518,,,,526518,526518-0,,0
0013i00002KrP12AAF,526523,,,,526523,526523-0,,0
0013i00002KrP13AAF,526525,,,,526525,526525-0,,0
0013i00002KrP14AAF,526526,,,,526526,526526-0,,0
0013i00002KrP15AAF,526531,,,,526531,526531-0,,0
0013i00002KrP16AAF,526532,,,,526532,526532-0,,0
0013i00002KrP17AAF,526533,,,,526533,526533-0,,0
0013i00002KrP18AAF,526534,,,,526534,526534-0,,0
0013i00002KrP19AAF,526535,,,,526535,526535-0,,0
0013i00002KrP1AAAV,526542,,,,526542,526542-0,,0
0013i00002KrP1BAAV,526545,,,,526545,526545-0,,0
0013i00002KrP1CAAV,526546,,,,526546,526546-0,,0
0013i00002KrP1DAAV,526548,,,,526548,526548-0,,0
0013i00002KrP1EAAV,526550,,,,526550,526550-0,,0
0013i00002KrP1FAAV,526551,,,,526551,526551-0,,0
0013i00002KrP1GAAV,526554,,,,526554,526554-0,,0
0013i00002KrP1HAAV,526555,,,,526555,526555-0,,0
0013i00002KrP1IAAV,526556,,,,526556,526556-0,,0
0013i00002KrP1JAAV,526558,,,,526558,526558-0,,0
0013i00002KrP1KAAV,526561,,,,526561,526561-0,,0
0013i00002KrP1LAAV,526562,,,,526562,526562-0,,0
0013i00002KrP1MAAV,526563,,,,526563,526563-0,,0
0013i00002KrP1OAAV,526568,,,2023-01-31,526568,526568-0,,4123
0013i00002KrP1PAAV,526570,,,,526570,526570-0,,0
0013i00002KrP1QAAV,526571,,,,526571,526571-0,,0
0013i00002KrP1RAAV,526572,,,,526572,526572-0,,0
0013i00002KrP1SAAV,526574,,,,526574,526574-0,,0
0013i00002KrP1TAAV,526575,,,,526575,526575-0,,0
0013i00002KrP1UAAV,526576,,,,526576,526576-0,,0
0013i00002KrP1VAAV,526577,,,,526577,526577-0,,0
0013i00002KrP1WAAV,526578,,,,526578,526578-0,,0
0013i00002KrP1XAAV,526579,,,,526579,526579-0,,0
0013i00002KrP1YAAV,526581,,,,526581,526581-0,,0
0013i00002KrP1ZAAV,526583,,,,526583,526583-0,,0
0013i00002KrP1aAAF,526586,,,,526586,526586-0,,0
0013i00002KrP1bAAF,526587,,,,526587,526587-0,,0
0013i00002KrP1cAAF,526589,,,,526589,526589-0,,0
0013i00002KrP1dAAF,526590,,,,526590,526590-0,,0
0013i00002KrP1eAAF,526591,,,,526591,526591-0,,0
0013i00002KrP1fAAF,526592,,,,526592,526592-0,,0
0013i00002KrP1gAAF,526593,,,,526593,526593-0,,0
0013i00002KrP1hAAF,526594,,,,526594,526594-0,,0
0013i00002KrP1iAAF,526596,,,,526596,526596-0,,0
0013i00002KrP1jAAF,526597,,,,526597,526597-0,,0
0013i00002KrP1kAAF,526599,,,,526599,526599-0,,0
0013i00002KrP1lAAF,526601,,,,526601,526601-0,,0
0013i00002KrP1mAAF,526602,,,,526602,526602-0,,0
0013i00002KrP1nAAF,526604,,,,526604,526604-0,,0
0013i00002KrP1oAAF,526606,,,,526606,526606-0,,0
0013i00002KrP1pAAF,526607,,,,526607,526607-0,,0
0013i00002KrP1qAAF,526608,,,,526608,526608-0,,0
0013i00002KrP1rAAF,526611,,,,526611,526611-0,,0
0013i00002KrP1sAAF,526624,,,,526624,526624-0,,0
0013i00002KrP1tAAF,526625,,,,526625,526625-0,,0
0013i00002KrP1uAAF,526629,,,,526629,526629-0,,0
0013i00002KrP1vAAF,526632,,,,526632,526632-0,,0
0013i00002KrP1wAAF,526637,,,,526637,526637-0,,0
0013i00002KrP1xAAF,526638,,,,526638,526638-0,,0
0013i00002KrP1yAAF,526640,,,,526640,526640-0,,0
0013i00002KrP1zAAF,526642,,,,526642,526642-0,,0
0013i00002KrP20AAF,526643,,,,526643,526643-0,,0
0013i00002KrP21AAF,526645,,,,526645,526645-0,,0
0013i00002KrP22AAF,526650,,,,526650,526650-0,,0
0013i00002KrP23AAF,526653,,,,526653,526653-0,,0
0013i00002KrP24AAF,526654,,,,526654,526654-0,,0
0013i00002KrP25AAF,526655,,,,526655,526655-0,,0
0013i00002KrP26AAF,526658,,,,526658,526658-0,,0
0013i00002KrP27AAF,526660,,,,526660,526660-0,,0
0013i00002KrP28AAF,526661,,,,526661,526661-0,,0
0013i00002KrP29AAF,526662,,,,526662,526662-0,,0
0013i00002KrP2AAAV,526665,,,,526665,526665-0,,0
0013i00002KrP2BAAV,526670,,,,526670,526670-0,,0
0013i00002KrP2CAAV,526671,,,,526671,526671-0,,0
0013i00002KrP2DAAV,526674,,,,526674,526674-0,,0
0013i00002KrP2EAAV,526679,,,,526679,526679-0,,0
0013i00002KrP2FAAV,526680,,,,526680,526680-0,,0
0013i00002KrP2GAAV,526682,,,,526682,526682-0,,0
0013i00002KrP2HAAV,526684,,,,526684,526684-0,,0
0013i00002KrP2IAAV,526689,,,,526689,526689-0,,0
0013i00002KrP2JAAV,526691,,,,526691,526691-0,,0
0013i00002KrP2KAAV,526694,,,,526694,526694-0,,0
0013i00002KrP2LAAV,526697,,,,526697,526697-0,,0
0013i00002KrP2MAAV,526698,,,,526698,526698-0,,0
0013i00002KrP2NAAV,526700,,,,526700,526700-0,,0
0013i00002KrP2OAAV,526701,,,,526701,526701-0,,0
0013i00002KrP2PAAV,526705,,,,526705,526705-0,,0
0013i00002KrP2QAAV,526707,,,,526707,526707-0,,0
0013i00002KrP2RAAV,526709,,,,526709,526709-0,,0
0013i00002KrP2SAAV,526710,,,,526710,526710-0,,0
0013i00002KrP2TAAV,526713,,,,526713,526713-0,,0
0013i00002KrP2UAAV,526716,,,,526716,526716-0,,0
0013i00002KrP2VAAV,526717,,,,526717,526717-0,,0
0013i00002KrP2WAAV,526720,,,,526720,526720-0,,0
0013i00002KrP2XAAV,526726,,,,526726,526726-0,,0
0013i00002KrP2YAAV,526734,,,,526734,526734-0,,0
0013i00002KrP2ZAAV,526741,,,,526741,526741-0,,0
0013i00002KrP2aAAF,526743,,,,526743,526743-0,,0
0013i00002KrP2bAAF,526744,,,,526744,526744-0,,0
0013i00002KrP2cAAF,526745,,,,526745,526745-0,,0
0013i00002KrP2dAAF,526747,,,,526747,526747-0,,0
0013i00002KrP2eAAF,526750,,,,526750,526750-0,,0
0013i00002KrP2fAAF,526757,,,,526757,526757-0,,0
0013i00002KrP2gAAF,526759,,,,526759,526759-0,,0
0013i00002KrP2hAAF,526761,,,,526761,526761-0,,0
0013i00002KrP2iAAF,526766,,,,526766,526766-0,,0
0013i00002KrP2jAAF,526768,,,,526768,526768-0,,0
0013i00002KrP2kAAF,526774,,,,526774,526774-0,,0
0013i00002KrP2lAAF,526787,,,,526787,526787-0,,0
0013i00002KrP2mAAF,526793,,,,526793,526793-0,,0
0013i00002KrP2nAAF,526799,,,,526799,526799-0,,0
0013i00002KrP2oAAF,526808,,,,526808,526808-0,,0
0013i00002KrP2pAAF,526810,,,,526810,526810-0,,0
0013i00002KrP2qAAF,526818,,,,526818,526818-0,,0
0013i00002KrP2sAAF,526826,,,,526826,526826-0,,0
0013i00002KrP2tAAF,526829,,,,526829,526829-0,,0
0013i00002KrP2uAAF,526835,,,,526835,526835-0,,0
0013i00002KrP2vAAF,526838,,,,526838,526838-0,,0
0013i00002KrP2wAAF,526842,,,,526842,526842-0,,0
0013i00002KrP2xAAF,526845,,,,526845,526845-0,,0
0013i00002KrP2yAAF,526847,,,,526847,526847-0,,0
0013i00002KrP2zAAF,526849,,,,526849,526849-0,,0
0013i00002KrP30AAF,526850,,,,526850,526850-0,,0
0013i00002KrP31AAF,526851,,,,526851,526851-0,,0
0013i00002KrP32AAF,526854,,,,526854,526854-0,,0
0013i00002KrP33AAF,526868,,,,526868,526868-0,,0
