Id,BB_Stats__c,Account_Number__c,BB_Last_Sync_Date__c,NS_Invoice_Due_Date__c,BB_Account__c,BB_Account_Sequence__c,Revenue_Account_ID__c,NS_Invoice_Amt_Due__c
0013i000023uZBZAA2,532808,,,,532808,532808-0,,0
0013i000023uZFSAA2,7144398,,,,7144398,7144398-0,,0
0013i000023uZFXAA2,8543667,,,,8543667,8543667-0,,0
0013i000023uZGpAAM,660340,,,,660340,660340-0,,0
0013i000023uZHfAAM,541028,,,,541028,541028-0,,0
0013i000023uZKpAAM,4524921,,,,4524921,4524921-0,,0
0013i000023uZLAAA2,490917,,,,490917,490917-0,,0
0013i000023uZLCAA2,6175606,,,,6175606,6175606-0,,0
0013i000023uZLpAAM,715140,,,2023-06-01,715140,715140-0,,252
0013i000023uZM7AAM,5707201,,,,5707201,5707201-0,,0
0013i000023uZMEAA2,3387085,,,,3387085,3387085-0,,0
0013i000023uZMFAA2,1384920,,,,1384920,1384920-0,,0
0013i000023uZN6AAM,4362535,,,,4362535,4362535-0,,0
0013i000023uZNAAA2,648274,,,,648274,648274-0,,0
0013i000023uZOYAA2,521792,,,,521792,521792-0,,0
0013i000023uZOmAAM,6647580,,,,6647580,6647580-0,,0
0013i000023uZPfAAM,405915,,,,405915,405915-0,,0
0013i000023uZQ0AAM,842949,,,,842949,842949-0,,0
0013i000023uZQ3AAM,763279,,,,763279,763279-0,,0
0013i000023uZQEAA2,400792,,,,400792,400792-0,,0
0013i000023uZQVAA2,385113,,,,385113,385113-0,,0
0013i000023uZQZAA2,935506,,,,935506,935506-0,,0
0013i000023uZQbAAM,821603,,,,821603,821603-0,,0
0013i000023uZQlAAM,903938,,,,903938,903938-0,,0
0013i000023uZQtAAM,36459,,,2023-06-01,36459,36459-0,,551.95
0013i000023uZQyAAM,682333,,,,682333,682333-0,,0
0013i000023uZRHAA2,827893,,,2023-06-01,827893,827893-0,,1152.9
0013i000023uZRJAA2,5169875,,,,5169875,5169875-0,,0
0013i000023uZRLAA2,6446397,,,,6446397,6446397-0,,0
0013i000023uZRVAA2,187308,,,,187308,187308-0,,0
0013i000023uZReAAM,814550,,,,814550,814550-0,,0
0013i000023uZVBAA2,4813327,,,,4813327,4813327-0,,0
0013i000023uZVNAA2,6493937,,,,6493937,6493937-0,,0
0013i000023uZVrAAM,6235968,,,,6235968,6235968-0,,0
0013i000023uZW3AAM,6780473,,,,6780473,6780473-0,,0
0013i000023uZWNAA2,656426,,,,656426,656426-0,,0
0013i000023uZWcAAM,1426227,,,,1426227,1426227-0,,0
0013i000023uZWoAAM,808845,,,,808845,808845-0,,0
0013i000023uZWrAAM,2718695,,,,2718695,2718695-0,,0
0013i000023uZWxAAM,2608365,,,,2608365,2608365-0,,0
0013i000023uZX1AAM,913274,,,,913274,913274-0,,0
0013i000023uZXHAA2,818420,,,,818420,818420-0,,0
0013i000023uZXKAA2,794284,,,,794284,794284-0,,0
0013i000023uZXQAA2,5321228,,,,5321228,5321228-0,,0
0013i000023uZXSAA2,5098414,,,,5098414,5098414-0,,0
0013i000023uZXeAAM,809263,,,,809263,809263-0,,0
0013i000023uZXrAAM,807187,,,,807187,807187-0,,0
0013i000023uZY4AAM,4604084,,,,4604084,4604084-0,,0
0013i000023uZY5AAM,246758,,,,246758,246758-0,,0
0013i000023uZY8AAM,327104,,,,327104,327104-0,,0
0013i000023uZY9AAM,493768,,,,493768,493768-0,,0
0013i000023uZYHAA2,760903,,,,760903,760903-0,,0
0013i000023uZYMAA2,19068,,,,19068,19068-0,,0
0013i000023uZYlAAM,7808647,,,,7808647,7808647-0,,0
0013i000023uZYvAAM,503105,,,,503105,503105-0,,0
0013i000023uZZ3AAM,7809837,,,,7809837,7809837-0,,0
0013i000023uZZAAA2,685624,,,,685624,685624-0,,0
0013i000023uZcdAAE,790064,,,,790064,790064-0,,0
0013i000023uZdxAAE,760275,,,,760275,760275-0,,0
0013i000023uZe3AAE,1511981,,,,1511981,1511981-0,,0
0013i000023uZeCAAU,520379,,,,520379,520379-0,,0
0013i000023uZeDAAU,128384,,,,128384,128384-0,,0
0013i000023uZezAAE,866540,,,,866540,866540-0,,0
0013i000023uZf9AAE,523982,,,,523982,523982-0,,0
0013i000023uZfHAAU,7821451,,,,7821451,7821451-0,,0
0013i000023uZfJAAU,745639,,,,745639,745639-0,,0
0013i000023uZfLAAU,7467165,,,,7467165,7467165-0,,0
0013i000023uZfQAAU,5670188,,,,5670188,5670188-0,,0
0013i000023uZfRAAU,553377,,,,553377,553377-0,,0
0013i000023uZfUAAU,491199,,,,491199,491199-0,,0
0013i000023uZfVAAU,427095,,,,427095,427095-0,,0
0013i000023uZfaAAE,421768,,,2023-06-01,421768,421768-0,,533.83
0013i000023uZfeAAE,350258,,,,350258,350258-0,,0
0013i000023uZfgAAE,345819,,,,345819,345819-0,,0
0013i000023uZfiAAE,335353,,,,335353,335353-0,,0
0013i000023uZflAAE,326846,,,,326846,326846-0,,0
0013i000023uZfzAAE,464650,,,,464650,464650-0,,0
0013i000023uZg6AAE,631938,,,,631938,631938-0,,0
0013i000023uZg8AAE,282812,,,,282812,282812-0,,0
0013i000023uZgBAAU,7064945,,,,7064945,7064945-0,,0
0013i000023uZgHAAU,282579,,,,282579,282579-0,,0
0013i000023uZgMAAU,967042,,,,967042,967042-0,,0
0013i000023uZgQAAU,1445625,,,,1445625,1445625-0,,0
0013i000023uZgSAAU,465107,,,,465107,465107-0,,0
0013i000023uZgUAAU,513694,,,,513694,513694-0,,0
0013i000023uZgdAAE,7239837,,,,7239837,7239837-0,,0
0013i000023uZghAAE,213845,,,,213845,213845-0,,0
0013i000023uZguAAE,759333,,,,759333,759333-0,,0
0013i000023uZgzAAE,353448,,,,353448,353448-0,,0
0013i000023uZh0AAE,4239570,,,,4239570,4239570-0,,0
0013i000023uZhAAAU,5598427,,,,5598427,5598427-0,,0
0013i000023uZhJAAU,424991,,,,424991,424991-0,,0
0013i000023uZhSAAU,706415,,,,706415,706415-0,,0
0013i000023uZhWAAU,4065,,,,4065,4065-0,,0
0013i000023uZhYAAU,6882197,,,,6882197,6882197-0,,0
0013i000023uZhcAAE,787389,,,,787389,787389-0,,0
0013i000023uZlzAAE,594135,,,,594135,594135-0,,0
0013i000023uZmRAAU,8654748,,,,8654748,8654748-0,,0
0013i000023uZndAAE,1893531,,,,1893531,1893531-0,,0
0013i000023uZneAAE,4420100,,,,4420100,4420100-0,,0
0013i000023uZnkAAE,6664808,,,,6664808,6664808-0,,0
0013i000023uZnnAAE,330312,,,2023-01-31,330312,330312-0,,2622
0013i000023uZnrAAE,224707,,,,224707,224707-0,,0
0013i000023uZo1AAE,327107,,,,327107,327107-0,,0
0013i000023uZo9AAE,8724692,,,,8724692,8724692-0,,0
0013i000023uZoBAAU,552373,,,,552373,552373-0,,0
0013i000023uZoEAAU,370586,,,,370586,370586-0,,0
0013i000023uZoFAAU,347231,,,,347231,347231-0,,0
0013i000023uZoKAAU,709142,,,,709142,709142-0,,0
0013i000023uZoSAAU,999566,,,,999566,999566-0,,0
0013i000023uZoVAAU,327251,,,,327251,327251-0,,0
0013i000023uZodAAE,155198,,,,155198,155198-0,,0
0013i000023uZogAAE,7168675,,,,7168675,7168675-0,,0
0013i000023uZopAAE,754306,,,,754306,754306-0,,0
0013i000023uZp3AAE,855935,,,,855935,855935-0,,0
0013i000023uZp6AAE,536183,,,,536183,536183-0,,0
0013i000023uZp8AAE,514105,,,,514105,514105-0,,0
0013i000023uZpAAAU,7316052,,,,7316052,7316052-0,,0
0013i000023uZpEAAU,396695,,,,396695,396695-0,,0
0013i000023uZpFAAU,910105,,,,910105,910105-0,,0
0013i000023uZpKAAU,480403,,,,480403,480403-0,,0
0013i000023uZpOAAU,7386103,,,,7386103,7386103-0,,0
0013i000023uZpjAAE,299369,,,2023-05-01,299369,299369-0,,1958.4
0013i000023uZpnAAE,343095,,,,343095,343095-0,,0
0013i000023uZpqAAE,762951,,,,762951,762951-0,,0
0013i000023uZpuAAE,821033,,,,821033,821033-0,,0
0013i000023uZq5AAE,823428,,,,823428,823428-0,,0
0013i000023uZq7AAE,5491116,,,,5491116,5491116-0,,0
0013i000023uZwnAAE,527103,,,,527103,527103-0,,0
0013i000023uZwyAAE,6182729,,,,6182729,6182729-0,,0
0013i000023uZxjAAE,819034,,,,819034,819034-0,,0
0013i000023uZxmAAE,8724560,,,,8724560,8724560-0,,0
0013i000023uZxvAAE,3254332,,,,3254332,3254332-0,,0
0013i000023uZyHAAU,7148226,,,,7148226,7148226-0,,0
0013i000023uZzMAAU,102544,,,,102544,102544-0,,0
0013i000023ua67AAA,422495,,,,422495,422495-0,,0
0013i000023ua6WAAQ,2923903,,,,2923903,2923903-0,,0
0013i000023ua6gAAA,647041,,,,647041,647041-0,,0
0013i000023ua6mAAA,2093647,,,,2093647,2093647-0,,0
0013i000023ua6uAAA,4729904,,,,4729904,4729904-0,,0
0013i000023ua6zAAA,388737,,,,388737,388737-0,,0
0013i000023ua73AAA,2574387,,,,2574387,2574387-0,,0
0013i000023ua7mAAA,6596110,,,,6596110,6596110-0,,0
0013i000023ua8AAAQ,87818,,,,87818,87818-0,,0
0013i000023ua8HAAQ,438163,,,,438163,438163-0,,0
0013i000023ua8IAAQ,8114322,,,,8114322,8114322-0,,0
0013i000023uaFfAAI,8661314,,,,8661314,8661314-0,,0
0013i000023uaG6AAI,628043,,,,628043,628043-0,,0
0013i000023uaGcAAI,7271679,,,,7271679,7271679-0,,0
0013i000023uaHIAAY,3204079,,,,3204079,3204079-0,,0
0013i000023uaOhAAI,5744150,,,,5744150,5744150-0,,0
0013i000023uaOzAAI,8536647,,,,8536647,8536647-0,,0
0013i000023uaPAAAY,4783193,,,,4783193,4783193-0,,0
0013i000023uaPCAAY,8697787,,,,8697787,8697787-0,,0
0013i000023uaPOAAY,6240602,,,,6240602,6240602-0,,0
0013i000023uaPtAAI,6696651,,,,6696651,6696651-0,,0
0013i000023uaQRAAY,8655890,,,,8655890,8655890-0,,0
0013i000023uaQTAAY,4511287,,,,4511287,4511287-0,,0
0013i000023uaXwAAI,338428,,,,338428,338428-0,,0
0013i000023uaY9AAI,7664474,,,,7664474,7664474-0,,0
0013i000023uaYBAAY,4737500,,,,4737500,4737500-0,,0
0013i000023uaYIAAY,6579005,,,,6579005,6579005-0,,0
0013i000023uaZ0AAI,6806039,,,,6806039,6806039-0,,0
0013i000023uafjAAA,8677993,,,,8677993,8677993-0,,0
0013i000023uagOAAQ,743397,,,,743397,743397-0,,0
0013i000023uahWAAQ,4784342,,,,4784342,4784342-0,,0
0013i000023uaouAAA,6666350,,,,6666350,6666350-0,,0
0013i000023uap0AAA,6270448,,,,6270448,6270448-0,,0
0013i000023uaq5AAA,53512,,,,53512,53512-0,,0
0013i000023uaqrAAA,207885,,,,207885,207885-0,,0
0013i000023ub0qAAA,928350,,,,928350,928350-0,,0
0013i000023ub1PAAQ,132631,,,,132631,132631-0,,0
0013i000023ub6VAAQ,951846,,,,951846,951846-0,,0
0013i000023ub7JAAQ,7925053,,,,7925053,7925053-0,,0
0013i000023ub7PAAQ,8547454,,,,8547454,8547454-0,,0
0013i000023ub7jAAA,8672789,,,,8672789,8672789-0,,0
0013i000023ub96AAA,8619525,,,,8619525,8619525-0,,0
0013i000023ubCBAAY,6637716,,,,6637716,6637716-0,,0
0013i000023ubCSAAY,80098,,,,80098,80098-0,,0
0013i000023ubCbAAI,76234,,,,76234,76234-0,,0
0013i000023ubCeAAI,3020025,,,,3020025,3020025-0,,0
0013i000023ubCfAAI,116587,,,,116587,116587-0,,0
0013i000023ubCiAAI,3322479,,,,3322479,3322479-0,,0
0013i000023ubCjAAI,5802677,,,,5802677,5802677-0,,0
0013i000023ubCmAAI,404147,,,,404147,404147-0,,0
0013i000023ubDBAAY,510667,,,,510667,510667-0,,0
0013i000023ubDkAAI,3150130,,,,3150130,3150130-0,,0
0013i000023ubDuAAI,800616,,,,800616,800616-0,,0
0013i000023ubEAAAY,7565172,,,,7565172,7565172-0,,0
0013i000023ubESAAY,4456989,,,,4456989,4456989-0,,0
0013i000023ubEbAAI,748083,,,,748083,748083-0,,0
0013i000023ubEcAAI,986066,,,,986066,986066-0,,0
0013i000023ubEeAAI,165590,,,,165590,165590-0,,0
0013i000023ubHzAAI,6931686,,,,6931686,6931686-0,,0
0013i000023ubI6AAI,111820,,,,111820,111820-0,,0
0013i000023ubI7AAI,6197644,,,,6197644,6197644-0,,0
0013i000023ubIBAAY,8699879,,,,8699879,8699879-0,,0
0013i000023ubIcAAI,6007729,,,,6007729,6007729-0,,0
0013i000023ubJoAAI,8714649,,,,8714649,8714649-0,,0
0013i000023ubJpAAI,428097,,,,428097,428097-0,,0
0013i000023ubK3AAI,5700312,,,,5700312,5700312-0,,0
0013i000023ubKGAAY,848642,,,,848642,848642-0,,0
0013i000023ubKWAAY,136433,,,,136433,136433-0,,0
0013i000023ubKbAAI,7062873,,,,7062873,7062873-0,,0
0013i000023ubLAAAY,7037369,,,,7037369,7037369-0,,0
0013i000023ubLMAAY,4619515,,,,4619515,4619515-0,,0
0013i000023ubLWAAY,756354,,,,756354,756354-0,,0
0013i000023ubLjAAI,608646,,,,608646,608646-0,,0
0013i000023ubLlAAI,5687534,,,,5687534,5687534-0,,0
0013i000023ubLoAAI,6206845,,,,6206845,6206845-0,,0
0013i000023ubLtAAI,2929043,,,,2929043,2929043-0,,0
0013i000023ubMCAAY,5491928,,,,5491928,5491928-0,,0
0013i000023ubMDAAY,6929349,,,,6929349,6929349-0,,0
0013i000023ubMVAAY,2385630,,,,2385630,2385630-0,,0
0013i000023ubMgAAI,4463772,,,,4463772,4463772-0,,0
0013i000023ubMhAAI,4249079,,,,4249079,4249079-0,,0
0013i000023ubMkAAI,7222996,,,,7222996,7222996-0,,0
0013i000023ubMrAAI,3027902,,,,3027902,3027902-0,,0
0013i000023ubN4AAI,5499879,,,,5499879,5499879-0,,0
0013i000023ubNSAAY,8746476,,,,8746476,8746476-0,,0
0013i000023ubNXAAY,322054,,,,322054,322054-0,,0
0013i000023ubNcAAI,7413389,,,,7413389,7413389-0,,0
0013i000023ubNkAAI,813371,,,,813371,813371-0,,0
0013i000023ubO2AAI,4768327,,,,4768327,4768327-0,,0
0013i000023ubRKAAY,923512,,,,923512,923512-0,,0
0013i000023ubSvAAI,409025,,,,409025,409025-0,,0
0013i000023ubT6AAI,8754497,,,,8754497,8754497-0,,0
0013i000023ubTWAAY,6668559,,,,6668559,6668559-0,,0
0013i000023ubUJAAY,4709870,,,,4709870,4709870-0,,0
0013i000023ubUUAAY,207251,,,,207251,207251-0,,0
0013i000023ubUdAAI,4807530,,,,4807530,4807530-0,,0
0013i000023ubVEAAY,1120382,,,,1120382,1120382-0,,0
0013i000023ubVNAAY,550220,,,,550220,550220-0,,0
0013i000023ubVYAAY,6961253,,,,6961253,6961253-0,,0
0013i000023ubVhAAI,2571924,,,,2571924,2571924-0,,0
0013i000023ubVzAAI,974907,,,2023-06-01,974907,974907-0,,689.5
0013i000023ubW3AAI,7214890,,,,7214890,7214890-0,,0
0013i000023ubWJAAY,1200446,,,,1200446,1200446-0,,0
0013i000023ubWNAAY,701262,,,,701262,701262-0,,0
0013i000023ubWPAAY,4257427,,,,4257427,4257427-0,D00145647,0
0013i000023ubWhAAI,794305,,,,794305,794305-0,,0
0013i000023ubWkAAI,943017,,,,943017,943017-0,,0
0013i000023ubcyAAA,465015,,,,465015,465015-0,,0
0013i000023ubczAAA,1911397,,,,1911397,1911397-0,,0
0013i000023ubdCAAQ,7837024,,,,7837024,7837024-0,,0
0013i000023ubdFAAQ,1084764,,,,1084764,1084764-0,,0
0013i000023ubdKAAQ,509445,,,,509445,509445-0,,0
0013i000023ubdwAAA,421821,,,,421821,421821-0,,0
0013i000023ube4AAA,7190297,,,,7190297,7190297-0,,0
0013i000023ubeEAAQ,759915,,,,759915,759915-0,,0
0013i000023ubeFAAQ,16252,,,,16252,16252-0,,0
0013i000023ubeKAAQ,734931,,,,734931,734931-0,D05037809,0
0013i000023ubefAAA,193721,,,,193721,193721-0,,0
0013i000023ubelAAA,8422080,,,,8422080,8422080-0,,0
0013i000023ubetAAA,6240656,,,,6240656,6240656-0,,0
0013i000023ubfDAAQ,336171,,,,336171,336171-0,,0
0013i000023ubfZAAQ,3286810,,,,3286810,3286810-0,,0
0013i000023ubfhAAA,6669359,,,,6669359,6669359-0,,0
0013i000023ubjIAAQ,6492632,,,,6492632,6492632-0,,0
0013i000023ubjpAAA,411386,,,,411386,411386-0,,0
0013i000023ubk7AAA,401392,,,,401392,401392-0,,0
0013i000023ubkCAAQ,2575579,,,,2575579,2575579-0,,0
0013i000023ubkDAAQ,4520234,,,,4520234,4520234-0,,0
0013i000023ublGAAQ,3390039,,,,3390039,3390039-0,,0
0013i000023ublTAAQ,8740613,,,,8740613,8740613-0,,0
0013i000023ublfAAA,4319860,,,,4319860,4319860-0,,0
0013i000023ubm3AAA,746692,,,,746692,746692-0,,0
0013i000023ubmMAAQ,4882726,,,,4882726,4882726-0,,0
0013i000023ubn2AAA,2286793,,,,2286793,2286793-0,,0
0013i000023ubn3AAA,5973623,,,,5973623,5973623-0,,0
0013i000023ubnUAAQ,884639,,,,884639,884639-0,,0
0013i000023ubnWAAQ,6220198,,,,6220198,6220198-0,,0
0013i000023ubnzAAA,5747785,,,,5747785,5747785-0,,0
0013i000023ubo0AAA,515791,,,,515791,515791-0,,0
0013i000023ubo4AAA,785311,,,,785311,785311-0,,0
0013i000023uboFAAQ,273582,,,,273582,273582-0,,0
0013i000023uboXAAQ,736676,,,,736676,736676-0,,0
0013i000023ubs9AAA,512620,,,,512620,512620-0,,0
0013i000023ubsMAAQ,2581267,,,,2581267,2581267-0,,0
0013i000023ubsWAAQ,56354,,,,56354,56354-0,,0
0013i000023ubsXAAQ,501095,,,,501095,501095-0,,0
0013i000023ubsiAAA,504547,,,,504547,504547-0,,0
0013i000023ubstAAA,6247479,,,,6247479,6247479-0,,0
0013i000023ubtFAAQ,343219,,,,343219,343219-0,,0
0013i000023ubtZAAQ,513141,,,,513141,513141-0,,0
0013i000023ubtnAAA,8614867,,,,8614867,8614867-0,,0
0013i000023ubtxAAA,624201,,,,624201,624201-0,,0
0013i000023ubuHAAQ,769752,,,,769752,769752-0,,0
0013i000023ubuLAAQ,6780295,,,,6780295,6780295-0,,0
0013i000023ubuMAAQ,1176975,,,,1176975,1176975-0,,0
0013i000023ubuXAAQ,7428650,,,,7428650,7428650-0,,0
0013i000023ububAAA,8750993,,,,8750993,8750993-0,,0
0013i000023ubujAAA,7905383,,,,7905383,7905383-0,,0
0013i000023ubulAAA,7443802,,,,7443802,7443802-0,,0
0013i000023ubunAAA,184454,,,,184454,184454-0,,0
0013i000023ubusAAA,212232,,,,212232,212232-0,,0
0013i000023ubutAAA,874171,,,,874171,874171-0,,0
0013i000023ubuyAAA,2247663,,,,2247663,2247663-0,,0
0013i000023ubv3AAA,7618312,,,,7618312,7618312-0,,0
0013i000023ubv9AAA,21461,,,,21461,21461-0,,0
0013i000023ubvQAAQ,3756641,,,,3756641,3756641-0,,0
0013i000023ubvtAAA,6722527,,,,6722527,6722527-0,,0
0013i000023ubwGAAQ,7051424,,,,7051424,7051424-0,,0
0013i000023ubwIAAQ,4644024,,,,4644024,4644024-0,,0
0013i000023uc0YAAQ,313600,,,,313600,313600-0,,0
0013i000023uc1JAAQ,394420,,,,394420,394420-0,,0
0013i000023uc1LAAQ,376532,,,,376532,376532-0,,0
0013i000023uc3FAAQ,67610,,,,67610,67610-0,,0
0013i000023uc3sAAA,198079,,,,198079,198079-0,,0
0013i000023uc45AAA,6666021,,,,6666021,6666021-0,,0
0013i000023uc4AAAQ,5119019,,,,5119019,5119019-0,,0
0013i000023uc4FAAQ,3756316,,,,3756316,3756316-0,,0
0013i000023uc4VAAQ,531519,,,,531519,531519-0,,0
0013i000023uc4gAAA,5471981,,,,5471981,5471981-0,,0
0013i000023uc4uAAA,191395,,,,191395,191395-0,,0
0013i000023uc4xAAA,8750815,,,,8750815,8750815-0,,0
0013i000023uc5EAAQ,8752419,,,,8752419,8752419-0,,0
0013i000023uc5SAAQ,887086,,,,887086,887086-0,,0
0013i000023uc8qAAA,514812,,,,514812,514812-0,,0
0013i000023uc8rAAA,708614,,,,708614,708614-0,,0
0013i000023uc8zAAA,123964,,,,123964,123964-0,,0
0013i000023uc91AAA,3202755,,,,3202755,3202755-0,,0
0013i000023uc9HAAQ,7621663,,,,7621663,7621663-0,,0
0013i000023uc9fAAA,7438908,,,,7438908,7438908-0,,0
0013i000023uc9jAAA,305568,,,,305568,305568-0,,0
0013i000023uc9oAAA,408133,,,,408133,408133-0,,0
0013i000023ucA3AAI,941792,,,,941792,941792-0,,0
0013i000023ucAFAAY,5915431,,,,5915431,5915431-0,,0
0013i000023ucAHAAY,4878802,,,,4878802,4878802-0,,0
0013i000023ucAXAAY,6930057,,,,6930057,6930057-0,,0
0013i000023ucAhAAI,2287022,,,,2287022,2287022-0,,0
0013i000023ucAoAAI,521409,,,,521409,521409-0,,0
0013i000023ucAyAAI,6466721,,,,6466721,6466721-0,,0
0013i000023ucB5AAI,415682,,,,415682,415682-0,,0
0013i000023ucB8AAI,3660988,,,,3660988,3660988-0,,0
0013i000023ucBDAAY,209987,,,,209987,209987-0,,0
0013i000023ucBEAAY,149025,,,,149025,149025-0,,0
0013i000023ucBIAAY,3111210,,,,3111210,3111210-0,,0
0013i000023ucBaAAI,311587,,,,311587,311587-0,,0
0013i000023ucBgAAI,8552648,,,,8552648,8552648-0,,0
0013i000023ucCzAAI,7123583,,,,7123583,7123583-0,,0
0013i000023ucDAAAY,8663192,,,,8663192,8663192-0,,0
0013i000023ucDOAAY,7001844,,,,7001844,7001844-0,,0
0013i000023ucHcAAI,4623473,,,,4623473,4623473-0,,0
0013i000023ucHyAAI,7229968,,,,7229968,7229968-0,,0
0013i000023ucI1AAI,676983,,,,676983,676983-0,,0
0013i000023ucI2AAI,6218169,,,,6218169,6218169-0,,0
0013i000023ucIJAAY,166999,,,,166999,166999-0,,0
0013i000023ucISAAY,7043257,,,,7043257,7043257-0,,0
0013i000023ucIVAAY,631287,,,,631287,631287-0,,0
0013i000023ucIZAAY,520365,,,,520365,520365-0,,0
0013i000023ucIcAAI,4501639,,,,4501639,4501639-0,,0
0013i000023ucIkAAI,6717881,,,,6717881,6717881-0,,0
0013i000023ucItAAI,3219469,,,,3219469,3219469-0,,0
0013i000023ucJ3AAI,153802,,,,153802,153802-0,,0
0013i000023ucJEAAY,349884,,,,349884,349884-0,,0
0013i000023ucJGAAY,543546,,,,543546,543546-0,,0
0013i000023ucJSAAY,283948,,,,283948,283948-0,,0
0013i000023ucJdAAI,4664016,,,,4664016,4664016-0,,0
0013i000023ucJmAAI,7009009,,,,7009009,7009009-0,,0
0013i000023ucKlAAI,770119,,,,770119,770119-0,,0
0013i000023ucL0AAI,4708054,,,,4708054,4708054-0,,0
0013i000023ucLFAAY,316767,,,,316767,316767-0,,0
0013i000023ucLJAAY,590551,,,,590551,590551-0,,0
0013i000023ucM0AAI,6031628,,,,6031628,6031628-0,,0
0013i000023ucMDAAY,7150196,,,,7150196,7150196-0,,0
0013i000023ucQBAAY,6781760,,,,6781760,6781760-0,,0
0013i000023ucQYAAY,2613225,,,,2613225,2613225-0,,0
0013i000023ucQdAAI,6501692,,,,6501692,6501692-0,,0
0013i000023ucRHAAY,7066906,,,,7066906,7066906-0,,0
0013i000023ucRoAAI,4120604,,,,4120604,4120604-0,,0
0013i000023ucS5AAI,8089222,,,,8089222,8089222-0,,0
0013i000023ucSNAAY,4883949,,,,4883949,4883949-0,,0
0013i000023ucSXAAY,3650654,,,,3650654,3650654-0,,0
0013i000023ucb5AAA,15511,,,,15511,15511-0,,0
0013i000023ucb6AAA,4612,,,,4612,4612-0,,0
0013i000023ucbLAAQ,5261054,,,,5261054,5261054-0,,0
0013i000023ucbvAAA,840505,,,,840505,840505-0,,0
0013i000023uccpAAA,1178402,,,,1178402,1178402-0,,0
0013i000023uceEAAQ,4732750,,,,4732750,4732750-0,,0
0013i000023ucfNAAQ,226476,,,,226476,226476-0,,0
0013i000023ucfrAAA,605958,,,,605958,605958-0,,0
0013i000023ucmXAAQ,2549813,,,,2549813,2549813-0,,0
0013i000023ucngAAA,67890,,,,67890,67890-0,,0
0013i000023ucnlAAA,838526,,,,838526,838526-0,,0
0013i000023ucuhAAA,5172787,,,,5172787,5172787-0,,0
0013i000023ucvDAAQ,5634284,,,,5634284,5634284-0,,0
0013i000023ucwVAAQ,7225978,,,,7225978,7225978-0,,0
0013i000023ucwZAAQ,7321157,,,,7321157,7321157-0,,0
0013i000023ud56AAA,1537135,,,,1537135,1537135-0,,0
0013i000023ud5VAAQ,462580,,,,462580,462580-0,,0
0013i000023ud5ZAAQ,4478653,,,,4478653,4478653-0,,0
0013i000023ud6jAAA,221031,,,,221031,221031-0,,0
0013i000023ud71AAA,2561297,,,,2561297,2561297-0,,0
0013i000023ud7JAAQ,4256023,,,,4256023,4256023-0,,0
0013i000023udCzAAI,21636,,,,21636,21636-0,,0
0013i000023udDAAAY,791247,,,,791247,791247-0,,0
0013i000023udDYAAY,741454,,,,741454,741454-0,,0
0013i000023udEgAAI,847527,,,,847527,847527-0,,0
0013i000023udEqAAI,190625,,,,190625,190625-0,,0
0013i000023udFRAAY,8720517,,,,8720517,8720517-0,,0
0013i000023udFTAAY,3117657,,,,3117657,3117657-0,,0
0013i000023udLrAAI,627791,,,,627791,627791-0,,0
0013i000023udM4AAI,206275,,,,206275,206275-0,,0
0013i000023udM8AAI,656878,,,,656878,656878-0,,0
0013i000023udMOAAY,8712217,,,,8712217,8712217-0,,0
0013i000023udMgAAI,7600512,,,,7600512,7600512-0,,0
0013i000023udMhAAI,242311,,,,242311,242311-0,,0
0013i000023udMnAAI,5305537,,,,5305537,5305537-0,,0
0013i000023udMvAAI,8512547,,,,8512547,8512547-0,,0
0013i000023udNHAAY,161326,,,,161326,161326-0,,0
0013i000023udVBAAY,702317,,,,702317,702317-0,,0
0013i000023udVPAAY,8656055,,,,8656055,8656055-0,,0
0013i000023udbOAAQ,120104,,,,120104,120104-0,,0
0013i000023udbWAAQ,4321285,,,,4321285,4321285-0,,0
0013i000023udbeAAA,2997475,,,,2997475,2997475-0,,0
0013i000023udcvAAA,349716,,,,349716,349716-0,,0
0013i000023udkIAAQ,8091072,,,,8091072,8091072-0,,0
0013i000023udksAAA,3178270,,,,3178270,3178270-0,,0
0013i000023udlaAAA,458737,,,,458737,458737-0,,0
0013i000023udwoAAA,368539,,,,368539,368539-0,,0
0013i000023udxrAAA,437523,,,,437523,437523-0,,0
0013i000023ue5JAAQ,359284,,,,359284,359284-0,,0
0013i000023ue5KAAQ,362538,,,,362538,362538-0,,0
0013i000023ue9fAAA,6172534,,,,6172534,6172534-0,,0
0013i000023ueAJAAY,539240,,,,539240,539240-0,,0
0013i000023ueBHAAY,198263,,,,198263,198263-0,,0
0013i000023ueBTAAY,7884907,,,,7884907,7884907-0,,0
0013i000023ueBdAAI,708442,,,,708442,708442-0,,0
0013i000023ueIqAAI,768970,,,,768970,768970-0,,0
0013i000023ueJgAAI,4446018,,,,4446018,4446018-0,,0
0013i000023ueK4AAI,232216,,,,232216,232216-0,,0
0013i000023ueSHAAY,507871,,,,507871,507871-0,,0
0013i000023ueSWAAY,889087,,,,889087,889087-0,,0
0013i000023ueSYAAY,683349,,,,683349,683349-0,,0
0013i000023ueSlAAI,8730001,,,,8730001,8730001-0,,0
0013i000023ueZpAAI,5856378,,,,5856378,5856378-0,,0
0013i000023ueZvAAI,5272067,,,,5272067,5272067-0,,0
0013i000023uefjAAA,4277595,,,,4277595,4277595-0,,0
