Id,breadwinner_ns__TranDate__c
a9TDI000000D7yy2AC,2022-09-01
a9TDI000000D8LK2A0,2022-09-01
a9TDI000000D8LB2A0,2022-09-01
a9TDI000000D7xw2AC,2022-09-01
a9TDI000000D7xy2AC,2022-09-01
a9TDI000000D7xz2AC,2022-09-01
a9TDI000000DDwS2AW,2022-09-01
a9TDI000000DEWp2AO,2022-09-01
a9TDI000000DEWw2AO,2022-09-01
a9TDI000000DDF92AO,2022-09-01
a9TDI000000DESJ2A4,2022-09-01
a9TDI000000DELj2AO,2022-09-01
a9TDI000000DESa2AO,2022-09-01
a9TDI000000DETU2A4,2022-09-01
a9TDI000000DEMn2AO,2022-09-01
a9TDI000000DDMb2AO,2022-09-01
a9TDI000000DEN32AO,2022-09-01
a9TDI000000DEN72AO,2022-09-01
a9TDI000000DENB2A4,2022-09-01
a9TDI000000DEQ32AO,2022-09-01
a9TDI000000DEQ72AO,2022-09-01
a9TDI000000DEQA2A4,2022-09-01
a9TDI000000DEDa2AO,2022-09-01
a9TDI000000DEOQ2A4,2022-09-01
a9TDI000000DER92AO,2022-09-01
a9TDI000000DEOn2AO,2022-09-01
a9TDI000000D7nl2AC,2022-09-01
a9TDI000000D7nt2AC,2022-09-01
a9TDI000000D8Kk2AK,2022-09-01
a9TDI000000D8D92AK,2022-09-01
a9TDI000000D8BS2A0,2022-09-01
a9TDI000000D7nQ2AS,2022-09-01
a9TDI000000D88A2AS,2022-09-01
a9TDI000000D8g52AC,2022-09-01
a9TDI000000DCbO2AW,2022-09-01
a9TDI000000DCbP2AW,2022-09-01
a9TDI000000DEIz2AO,2022-09-01
a9TDI000000DDJx2AO,2022-09-01
a9TDI000000DCeW2AW,2022-09-01
a9TDI000000DCjV2AW,2022-09-01
a9TDI000000DCee2AG,2022-09-01
a9TDI000000DCen2AG,2022-09-01
a9TDI000000DDAW2A4,2022-09-01
a9TDI000000DCep2AG,2022-09-01
a9TDI000000DDLz2AO,2022-09-01
a9TDI000000DCQC2A4,2022-09-01
a9TDI000000DD7l2AG,2022-09-01
a9TDI000000DD842AG,2022-09-01
a9TDI000000DCsR2AW,2022-09-01
a9TDI000000DDLg2AO,2022-09-01
a9TDI000000DCaL2AW,2022-09-01
a9TDI000000DCaM2AW,2022-09-01
a9TDI000000DD3o2AG,2022-09-01
a9TDI000000DD4B2AW,2022-09-01
a9TDI000000DDLZ2A4,2022-09-01
a9TDI000000DDoh2AG,2022-09-01
a9TDI000000DCyY2AW,2022-09-01
a9TDI000000DCyk2AG,2022-09-01
a9TDI000000DD2L2AW,2022-09-01
a9TDI000000DD2Q2AW,2022-09-01
a9TDI000000DDJT2A4,2022-09-01
a9TDI000000DD2e2AG,2022-09-01
a9TDI000000D8d12AC,2022-09-01
a9TDI000000D90n2AC,2022-09-01
a9TDI000000D9S12AK,2022-09-01
a9TDI000000D8zP2AS,2022-09-01
a9TDI000000D9Rq2AK,2022-09-01
a9TDI000000D8dM2AS,2022-09-01
a9TDI000000D8dP2AS,2022-09-01
a9TDI000000D8dQ2AS,2022-09-01
a9TDI000000D8Xu2AK,2022-09-01
a9TDI000000D8MV2A0,2022-09-01
a9TDI000000D8MW2A0,2022-09-01
a9TDI000000D9Bd2AK,2022-09-01
a9TDI000000D9BY2A0,2022-09-01
a9TDI000000D8MX2A0,2022-09-01
a9TDI000000D9kg2AC,2022-09-01
a9TDI000000D9ki2AC,2022-09-01
a9TDI000000D8TL2A0,2022-09-01
a9TDI000000D8TN2A0,2022-09-01
a9TDI000000D8TT2A0,2022-09-01
a9TDI000000D8Mw2AK,2022-09-01
a9TDI000000D9Ek2AK,2022-09-01
a9TDI000000D9Es2AK,2022-09-01
a9TDI000000D8Rr2AK,2022-09-01
a9TDI000000D8Rt2AK,2022-09-01
a9TDI000000D8Ru2AK,2022-09-01
a9TDI000000D8S12AK,2022-09-01
a9TDI000000D8SA2A0,2022-09-01
a9TDI000000D8Yp2AK,2022-09-01
a9TDI000000D8lq2AC,2022-09-01
a9TDI000000D8gr2AC,2022-09-01
a9TDI000000D88J2AS,2022-09-01
a9TDI000000D88M2AS,2022-09-01
a9TDI000000D9Bu2AK,2022-09-01
a9TDI000000D8mn2AC,2022-09-01
a9TDI000000D8x22AC,2022-09-01
a9TDI000000D8mw2AC,2022-09-01
a9TDI000000D9Gd2AK,2022-09-01
a9TDI000000D9Gh2AK,2022-09-01
a9TDI000000D8B82AK,2022-09-01
a9TDI000000D97a2AC,2022-09-01
a9TDI000000D9NU2A0,2022-09-01
a9TDI000000D9NZ2A0,2022-09-01
a9TDI000000D9Ne2AK,2022-09-01
a9TDI000000D9Nf2AK,2022-09-01
a9TDI000000D9662AC,2022-09-01
a9TDI000000D96C2AS,2022-09-01
a9TDI000000D8Tm2AK,2022-09-01
a9TDI000000D8To2AK,2022-09-01
a9TDI000000D8N82AK,2022-09-01
a9TDI000000D8NG2A0,2022-09-01
a9TDI000000D8RU2A0,2022-09-01
a9TDI000000D8RW2A0,2022-09-01
a9TDI000000D8Ts2AK,2022-09-01
a9TDI000000D8Re2AK,2022-09-01
a9TDI000000D8Tz2AK,2022-09-01
a9TDI000000D87v2AC,2022-09-01
a9TDI000000D8JL2A0,2022-09-01
a9TDI000000D8JY2A0,2022-09-01
a9TDI000000D7zX2AS,2022-09-01
a9TDI000000D8ld2AC,2022-09-01
a9TDI000000D8le2AC,2022-09-01
a9TDI000000D8If2AK,2022-09-01
a9TDI000000D85k2AC,2022-09-01
a9TDI000000D8fe2AC,2022-09-01
a9TDI000000DAPJ2A4,2022-09-01
a9TDI000000DAPP2A4,2022-09-01
a9TDI000000DAPO2A4,2022-09-01
a9TDI000000DAPQ2A4,2022-09-01
a9TDI000000DA5x2AG,2022-09-01
a9TDI000000D9ad2AC,2022-09-01
a9TDI000000D9af2AC,2022-09-01
a9TDI000000D9Sm2AK,2022-09-01
a9TDI000000DAKA2A4,2022-09-01
a9TDI000000D9Kj2AK,2022-09-01
a9TDI000000D9vq2AC,2022-09-01
a9TDI000000D9vt2AC,2022-09-01
a9TDI000000D9wA2AS,2022-09-01
a9TDI000000D9Y32AK,2022-09-01
a9TDI000000D8lr2AC,2022-09-01
a9TDI000000D8m32AC,2022-09-01
a9TDI000000D8lj2AC,2022-09-01
a9TDI000000D9du2AC,2022-09-01
a9TDI000000D8WD2A0,2022-09-01
a9TDI000000D8WI2A0,2022-09-01
a9TDI000000D8WM2A0,2022-09-01
a9TDI000000D8dw2AC,2022-09-01
a9TDI000000D8dz2AC,2022-09-01
a9TDI000000D8e32AC,2022-09-01
a9TDI000000D8e42AC,2022-09-01
a9TDI000000D8eE2AS,2022-09-01
a9TDI000000D8eU2AS,2022-09-01
a9TDI000000D9TF2A0,2022-09-01
a9TDI000000D8ca2AC,2022-09-01
a9TDI000000D9TS2A0,2022-09-01
a9TDI000000D8ef2AC,2022-09-01
a9TDI000000D8cb2AC,2022-09-01
a9TDI000000D8wb2AC,2022-09-01
a9TDI000000D9TV2A0,2022-09-01
a9TDI000000D9Td2AK,2022-09-01
a9TDI000000D8cr2AC,2022-09-01
a9TDI000000D8ct2AC,2022-09-01
a9TDI000000D9Nu2AK,2022-09-01
a9TDI000000D9Nv2AK,2022-09-01
a9TDI000000D8r32AC,2022-09-01
a9TDI000000D9OE2A0,2022-09-01
a9TDI000000D8Uy2AK,2022-09-01
a9TDI000000D8aD2AS,2022-09-01
a9TDI000000D8aE2AS,2022-09-01
a9TDI000000D8aM2AS,2022-09-01
a9TDI000000D8b12AC,2022-09-01
a9TDI000000D8bB2AS,2022-09-01
a9TDI000000D8bI2AS,2022-09-01
a9TDI000000D8bL2AS,2022-09-01
a9TDI000000D8aY2AS,2022-09-01
a9TDI000000D8ao2AC,2022-09-01
a9TDI000000D8L82AK,2022-09-01
a9TDI000000D7qm2AC,2022-09-01
a9TDI000000D84g2AC,2022-09-01
a9TDI000000D84j2AC,2022-09-01
a9TDI000000D7uX2AS,2022-09-01
a9TDI000000D7uY2AS,2022-09-01
a9TDI000000D7ua2AC,2022-09-01
a9TDI000000D7uj2AC,2022-09-01
a9TDI000000D8Du2AK,2022-09-01
a9TDI000000D8Dv2AK,2022-09-01
a9TDI000000D8Em2AK,2022-09-01
a9TDI000000D8Er2AK,2022-09-01
a9TDI000000D8FD2A0,2022-09-01
a9TDI000000DBUk2AO,2022-09-01
a9TDI000000DCnH2AW,2022-09-01
a9TDI000000DCnP2AW,2022-09-01
a9TDI000000DBUw2AO,2022-09-01
a9TDI000000DB1q2AG,2022-09-01
a9TDI000000DB1r2AG,2022-09-01
a9TDI000000D9WS2A0,2022-09-01
a9TDI000000D9gN2AS,2022-09-01
a9TDI000000DAsn2AG,2022-09-01
a9TDI000000DAsq2AG,2022-09-01
a9TDI000000DBnu2AG,2022-09-01
a9TDI000000DC2q2AG,2022-09-01
a9TDI000000DCg52AG,2022-09-01
a9TDI000000D9gi2AC,2022-09-01
a9TDI000000DB8L2AW,2022-09-01
a9TDI000000DAUj2AO,2022-09-01
a9TDI000000DB8O2AW,2022-09-01
a9TDI000000DA1u2AG,2022-09-01
a9TDI000000DBav2AG,2022-09-01
a9TDI000000DBaw2AG,2022-09-01
a9TDI000000DCng2AG,2022-09-01
a9TDI000000DCni2AG,2022-09-01
a9TDI000000D9UG2A0,2022-09-01
a9TDI000000DBub2AG,2022-09-01
a9TDI000000D9UI2A0,2022-09-01
a9TDI000000DCIl2AO,2022-09-01
a9TDI000000DBNz2AO,2022-09-01
a9TDI000000DBO02AO,2022-09-01
a9TDI000000DBmR2AW,2022-09-01
a9TDI000000DCHO2A4,2022-09-01
a9TDI000000DCHQ2A4,2022-09-01
a9TDI000000D9cS2AS,2022-09-01
a9TDI000000D9gt2AC,2022-09-01
a9TDI000000D8iI2AS,2022-09-01
a9TDI000000D8iO2AS,2022-09-01
a9TDI000000D8iP2AS,2022-09-01
a9TDI000000D8iR2AS,2022-09-01
a9TDI000000D8iT2AS,2022-09-01
a9TDI000000D8iW2AS,2022-09-01
a9TDI000000D8ig2AC,2022-09-01
a9TDI000000D8ih2AC,2022-09-01
a9TDI000000D8vS2AS,2022-09-01
a9TDI000000D8ii2AC,2022-09-01
a9TDI000000D8ij2AC,2022-09-01
a9TDI000000D8gO2AS,2022-09-01
a9TDI000000D9JA2A0,2022-09-01
a9TDI000000D9v02AC,2022-09-01
a9TDI000000D8gn2AC,2022-09-01
a9TDI000000D9o42AC,2022-09-01
a9TDI000000D93J2AS,2022-09-01
a9TDI000000D9wn2AC,2022-09-01
a9TDI000000D9wr2AC,2022-09-01
a9TDI000000D9a62AC,2022-09-01
a9TDI000000D9o82AC,2022-09-01
a9TDI000000D9oF2AS,2022-09-01
a9TDI000000D9uo2AC,2022-09-01
a9TDI000000D9v82AC,2022-09-01
a9TDI000000D9T52AK,2022-09-01
a9TDI000000D9Xo2AK,2022-09-01
a9TDI000000D9Xu2AK,2022-09-01
a9TDI000000D9M12AK,2022-09-01
a9TDI000000D9DI2A0,2022-09-01
a9TDI000000D9MK2A0,2022-09-01
a9TDI000000D9Df2AK,2022-09-01
a9TDI000000D9xU2AS,2022-09-01
a9TDI000000DATA2A4,2022-09-01
a9TDI000000D9za2AC,2022-09-01
a9TDI000000D9zb2AC,2022-09-01
a9TDI000000D9hU2AS,2022-09-01
a9TDI000000DAOQ2A4,2022-09-01
a9TDI000000DAGx2AO,2022-09-01
a9TDI000000DASF2A4,2022-09-01
a9TDI000000DAXw2AO,2022-09-01
a9TDI000000DAcQ2AW,2022-09-01
a9TDI000000DAWb2AO,2022-09-01
a9TDI000000DAVV2A4,2022-09-01
a9TDI000000DAel2AG,2022-09-01
a9TDI000000DA2P2AW,2022-09-01
a9TDI000000DDDr2AO,2022-09-01
a9TDI000000DAfi2AG,2022-09-01
a9TDI000000DDF52AO,2022-09-01
a9TDI000000DAfB2AW,2022-09-01
a9TDI000000DAwm2AG,2022-09-01
a9TDI000000D9XA2A0,2022-09-01
a9TDI000000DAbZ2AW,2022-09-01
a9TDI000000DDE82AO,2022-09-01
a9TDI000000DAl32AG,2022-09-01
a9TDI000000DAw32AG,2022-09-01
a9TDI000000D9cb2AC,2022-09-01
a9TDI000000DAqq2AG,2022-09-01
a9TDI000000D9ck2AC,2022-09-01
a9TDI000000D9h12AC,2022-09-01
a9TDI000000DBaS2AW,2022-09-01
a9TDI000000DCF22AO,2022-09-01
a9TDI000000DCl42AG,2022-09-01
a9TDI000000DA3p2AG,2022-09-01
a9TDI000000DBH32AO,2022-09-01
a9TDI000000DClJ2AW,2022-09-01
a9TDI000000DBLs2AO,2022-09-01
a9TDI000000DBai2AG,2022-09-01
a9TDI000000DAz62AG,2022-09-01
a9TDI000000DC1Q2AW,2022-09-01
a9TDI000000DC1V2AW,2022-09-01
a9TDI000000DC1W2AW,2022-09-01
a9TDI000000DCLj2AO,2022-09-01
a9TDI000000D9mJ2AS,2022-09-01
a9TDI000000DC1o2AG,2022-09-01
a9TDI000000DC1r2AG,2022-09-01
a9TDI000000DC1s2AG,2022-09-01
a9TDI000000D9mK2AS,2022-09-01
a9TDI000000DANi2AO,2022-09-01
a9TDI000000DBXs2AO,2022-09-01
a9TDI000000DAJT2A4,2022-09-01
a9TDI000000DANo2AO,2022-09-01
a9TDI000000DCUg2AO,2022-09-01
a9TDI000000DBLP2A4,2022-09-01
a9TDI000000DCdA2AW,2022-09-01
a9TDI000000DCdG2AW,2022-09-01
a9TDI000000DCyC2AW,2022-09-01
a9TDI000000D9q42AC,2022-09-01
a9TDI000000DAJw2AO,2022-09-01
a9TDI000000D9gn2AC,2022-09-01
a9TDI000000DAqS2AW,2022-09-01
a9TDI000000D9w32AC,2022-09-01
a9TDI000000DAR92AO,2022-09-01
a9TDI000000DBUX2A4,2022-09-01
a9TDI000000DBUc2AO,2022-09-01
a9TDI000000DBNR2A4,2022-09-01
a9TDI000000D4R72AK,2022-08-31
a9TDI000000DDRA2A4,2022-08-31
a9TDI000000D4R92AK,2022-08-31
a9TDI000000D4RA2A0,2022-08-31
a9TDI000000D4RB2A0,2022-08-31
a9TDI000000D4RC2A0,2022-08-31
a9TDI000000D4RD2A0,2022-08-31
a9TDI000000D4RH2A0,2022-08-31
a9TDI000000D4Rb2AK,2022-08-31
a9TDI000000D4Rc2AK,2022-08-31
a9TDI000000D4Rd2AK,2022-08-31
a9TDI000000D4Re2AK,2022-08-31
a9TDI000000D4Rf2AK,2022-08-31
a9TDI000000D4Rg2AK,2022-08-31
a9TDI000000D4Rh2AK,2022-08-31
a9TDI000000D4Ri2AK,2022-08-31
a9TDI000000D4Rj2AK,2022-08-31
a9TDI000000D4Rk2AK,2022-08-31
a9TDI000000D4Rl2AK,2022-08-31
a9TDI000000D4Rm2AK,2022-08-31
a9TDI000000D4Rn2AK,2022-08-31
a9TDI000000D4Ro2AK,2022-08-31
a9TDI000000D4Rp2AK,2022-08-31
a9TDI000000D4Rq2AK,2022-08-31
a9TDI000000D4Rr2AK,2022-08-31
a9TDI000000D4Rs2AK,2022-08-31
a9TDI000000D4Rt2AK,2022-08-31
a9TDI000000D4Ru2AK,2022-08-31
a9TDI000000D4Rv2AK,2022-08-31
a9TDI000000D4Rw2AK,2022-08-31
a9TDI000000D4Rx2AK,2022-08-31
a9TDI000000D4Ry2AK,2022-08-31
a9TDI000000D4S02AK,2022-08-31
a9TDI000000D4R82AK,2022-08-31
a9TDI000000D4RE2A0,2022-08-30
a9TDI000000D4RF2A0,2022-08-30
a9TDI000000D4RG2A0,2022-08-30
a9TDI000000D4RJ2A0,2022-08-30
a9TDI000000D4R52AK,2022-08-30
a9TDI000000D4Qz2AK,2022-08-30
a9TDI000000D4R32AK,2022-08-30
a9TDI000000D4R42AK,2022-08-30
a9TDI000000D4Qy2AK,2022-08-30
a9TDI000000D4QM2A0,2022-08-29
a9TDI000000DDpA2AW,2022-08-29
a9TDI000000D4QO2A0,2022-08-29
a9TDI000000D4QP2A0,2022-08-29
a9TDI000000D4QQ2A0,2022-08-29
a9TDI000000D4QR2A0,2022-08-29
a9TDI000000D4QS2A0,2022-08-29
a9TDI000000D4QT2A0,2022-08-29
a9TDI000000D4QU2A0,2022-08-29
a9TDI000000D4QV2A0,2022-08-29
a9TDI000000D4QW2A0,2022-08-29
a9TDI000000D4QX2A0,2022-08-29
a9TDI000000D4QY2A0,2022-08-29
a9TDI000000D4Qd2AK,2022-08-29
a9TDI000000D4Qf2AK,2022-08-29
a9TDI000000D4Qg2AK,2022-08-29
a9TDI000000D4Qh2AK,2022-08-29
a9TDI000000D4Qi2AK,2022-08-29
a9TDI000000D4Qj2AK,2022-08-29
a9TDI000000D4Q92AK,2022-08-29
a9TDI000000D4QA2A0,2022-08-29
a9TDI000000D4Qk2AK,2022-08-29
a9TDI000000D4Ql2AK,2022-08-29
a9TDI000000D4Qm2AK,2022-08-29
a9TDI000000D4Pf2AK,2022-08-29
a9TDI000000D4Pg2AK,2022-08-29
a9TDI000000D4Ph2AK,2022-08-29
a9TDI000000D4Pi2AK,2022-08-29
a9TDI000000D4Pj2AK,2022-08-29
a9TDI000000D4Pl2AK,2022-08-29
a9TDI000000D4Pm2AK,2022-08-29
a9TDI000000D4Pn2AK,2022-08-29
a9TDI000000D4Po2AK,2022-08-29
a9TDI000000D4Pp2AK,2022-08-29
a9TDI000000D4Pq2AK,2022-08-29
a9TDI000000D4Pr2AK,2022-08-29
a9TDI000000D4Ps2AK,2022-08-29
a9TDI000000D4Pt2AK,2022-08-29
a9TDI000000D4Pu2AK,2022-08-29
a9TDI000000D4Pk2AK,2022-08-29
a9TDI000000D4Pw2AK,2022-08-29
a9TDI000000D4Px2AK,2022-08-29
a9TDI000000D4Pz2AK,2022-08-29
a9TDI000000D4QB2A0,2022-08-29
a9TDI000000D4QC2A0,2022-08-29
a9TDI000000D4QD2A0,2022-08-29
a9TDI000000D4QE2A0,2022-08-29
a9TDI000000D4QF2A0,2022-08-29
a9TDI000000D4QG2A0,2022-08-29
a9TDI000000D4QH2A0,2022-08-29
a9TDI000000D4QI2A0,2022-08-29
a9TDI000000D4QJ2A0,2022-08-29
a9TDI000000D4QK2A0,2022-08-29
a9TDI000000D4QL2A0,2022-08-29
a9TDI000000D4QN2A0,2022-08-29
a9TDI000000D4JN2A0,2022-08-28
a9TDI000000D4JQ2A0,2022-08-28
a9TDI000000D4JP2A0,2022-08-28
a9TDI000000D4JO2A0,2022-08-28
a9TDI000000D4It2AK,2022-08-27
a9TDI000000D4JD2A0,2022-08-27
a9TDI000000D4Iu2AK,2022-08-27
a9TDI000000DD872AG,2022-08-27
a9TDI000000D4Iw2AK,2022-08-27
a9TDI000000D4Ix2AK,2022-08-27
a9TDI000000D4Iz2AK,2022-08-27
a9TDI000000D4Iv2AK,2022-08-27
a9TDI000000D4IP2A0,2022-08-26
a9TDI000000D4IQ2A0,2022-08-26
a9TDI000000D4Ik2AK,2022-08-26
a9TDI000000D4Ie2AK,2022-08-26
a9TDI000000D4If2AK,2022-08-26
a9TDI000000D4Ig2AK,2022-08-26
a9TDI000000DBUS2A4,2022-08-26
a9TDI000000D4Iy2AK,2022-08-26
a9TDI000000D4J12AK,2022-08-26
a9TDI000000DAAp2AO,2022-08-26
a9TDI000000D4IO2A0,2022-08-26
a9TDI000000DD4M2AW,2022-08-26
a9TDI000000DBL32AO,2022-08-26
a9TDI000000D4Ip2AK,2022-08-26
a9TDI000000D4Hs2AK,2022-08-25
a9TDI000000DDY62AO,2022-08-25
a9TDI000000DAav2AG,2022-08-25
a9TDI000000DAau2AG,2022-08-25
a9TDI000000D4Hv2AK,2022-08-25
a9TDI000000D4Hw2AK,2022-08-25
a9TDI000000DAVE2A4,2022-08-25
a9TDI000000D4ID2A0,2022-08-25
a9TDI000000DB2W2AW,2022-08-25
a9TDI000000DBW22AO,2022-08-25
a9TDI000000DBoW2AW,2022-08-25
a9TDI000000DAVD2A4,2022-08-25
a9TDI000000D4Hy2AK,2022-08-25
a9TDI000000D4Ht2AK,2022-08-24
a9TDI000000DBOk2AO,2022-08-24
a9TDI000000DAZx2AO,2022-08-24
a9TDI000000DBjE2AW,2022-08-24
a9TDI000000D4HS2A0,2022-08-24
a9TDI000000D4HT2A0,2022-08-24
a9TDI000000DAQz2AO,2022-08-24
a9TDI000000D4HW2A0,2022-08-24
a9TDI000000D4Ho2AK,2022-08-24
a9TDI000000D4Hp2AK,2022-08-24
a9TDI000000DBmc2AG,2022-08-24
a9TDI000000DBRd2AO,2022-08-24
a9TDI000000DBRe2AO,2022-08-24
a9TDI000000D4HU2A0,2022-08-24
a9TDI000000D4GR2A0,2022-08-23
a9TDI000000DDAf2AO,2022-08-23
a9TDI000000DAY72AO,2022-08-23
a9TDI000000DAY92AO,2022-08-23
a9TDI000000DAAl2AO,2022-08-23
a9TDI000000DBct2AG,2022-08-23
a9TDI000000D4GT2A0,2022-08-23
a9TDI000000D4GU2A0,2022-08-23
a9TDI000000D4Gy2AK,2022-08-23
a9TDI000000DB6r2AG,2022-08-23
a9TDI000000DBfm2AG,2022-08-23
a9TDI000000DBWb2AO,2022-08-23
a9TDI000000D4Fz2AK,2022-08-22
a9TDI000000DCdR2AW,2022-08-22
a9TDI000000D4G12AK,2022-08-22
a9TDI000000D4G22AK,2022-08-22
a9TDI000000D4G32AK,2022-08-22
a9TDI000000D4G42AK,2022-08-22
a9TDI000000D4G52AK,2022-08-22
a9TDI000000D4G62AK,2022-08-22
a9TDI000000D4GL2A0,2022-08-22
a9TDI000000D4Fy2AK,2022-08-22
a9TDI000000D4Fj2AK,2022-08-22
a9TDI000000D3sA2AS,2022-08-22
a9TDI000000DCoO2AW,2022-08-22
a9TDI000000DAvN2AW,2022-08-22
a9TDI000000DBWe2AO,2022-08-22
a9TDI000000DD7E2AW,2022-08-22
a9TDI000000DD7F2AW,2022-08-22
a9TDI000000Cwyb2AC,2022-08-22
a9TDI000000D4G02AK,2022-08-22
a9TDI000000D4FV2A0,2022-08-21
a9TDI000000D4FX2A0,2022-08-21
a9TDI000000D4FY2A0,2022-08-21
a9TDI000000D4FZ2A0,2022-08-21
a9TDI000000DDjx2AG,2022-08-21
a9TDI000000D4F22AK,2022-08-20
a9TDI000000D4F32AK,2022-08-20
a9TDI000000D4FO2A0,2022-08-20
a9TDI000000DBL22AO,2022-08-20
a9TDI000000DCnq2AG,2022-08-20
a9TDI000000DCnr2AG,2022-08-20
a9TDI000000DClT2AW,2022-08-20
a9TDI000000DCpl2AG,2022-08-20
a9TDI000000D4EY2A0,2022-08-19
a9TDI000000D4EZ2A0,2022-08-19
a9TDI000000D4Ea2AK,2022-08-19
a9TDI000000D4Eb2AK,2022-08-19
a9TDI000000D4EM2A0,2022-08-19
a9TDI000000DA5z2AG,2022-08-19
a9TDI000000DAyG2AW,2022-08-19
a9TDI000000DAxJ2AW,2022-08-19
a9TDI000000DBbR2AW,2022-08-19
a9TDI000000DCwx2AG,2022-08-19
a9TDI000000D4EX2A0,2022-08-19
a9TDI000000D4E22AK,2022-08-18
a9TDI000000DDYL2A4,2022-08-18
a9TDI000000D4E42AK,2022-08-18
a9TDI000000D4E62AK,2022-08-18
a9TDI000000D4E72AK,2022-08-18
a9TDI000000DD3x2AG,2022-08-18
a9TDI000000DBX72AO,2022-08-18
a9TDI000000DCfJ2AW,2022-08-18
a9TDI000000DBm02AG,2022-08-18
a9TDI000000DB752AG,2022-08-18
a9TDI000000DAxI2AW,2022-08-18
a9TDI000000DAVb2AO,2022-08-18
a9TDI000000DAVi2AO,2022-08-18
a9TDI000000DATh2AO,2022-08-18
a9TDI000000DATi2AO,2022-08-18
a9TDI000000D4E32AK,2022-08-18
a9TDI000000D4DY2A0,2022-08-17
a9TDI000000D4FS2A0,2022-08-17
a9TDI000000DB9W2AW,2022-08-17
a9TDI000000DBZO2A4,2022-08-17
a9TDI000000DCmI2AW,2022-08-17
a9TDI000000DBGc2AO,2022-08-17
a9TDI000000DBJS2A4,2022-08-17
a9TDI000000DBZ62AO,2022-08-17
a9TDI000000DBZw2AO,2022-08-17
a9TDI000000DBa02AG,2022-08-17
a9TDI000000DCiz2AG,2022-08-17
a9TDI000000DBDC2A4,2022-08-17
a9TDI000000DAVG2A4,2022-08-17
a9TDI000000Cw302AC,2022-08-17
a9TDI000000D4Cc2AK,2022-08-16
a9TDI000000D4Cd2AK,2022-08-16
a9TDI000000D4Ce2AK,2022-08-16
a9TDI000000D4D62AK,2022-08-16
a9TDI000000D4D72AK,2022-08-16
a9TDI000000D4D82AK,2022-08-16
a9TDI000000DB1c2AG,2022-08-16
a9TDI000000DCaD2AW,2022-08-16
a9TDI000000DAMM2A4,2022-08-16
a9TDI000000DClY2AW,2022-08-16
a9TDI000000DCj72AG,2022-08-16
a9TDI000000DCl22AG,2022-08-16
a9TDI000000D4D52AK,2022-08-16
a9TDI000000D4C72AK,2022-08-15
a9TDI000000Cpc02AC,2022-08-15
a9TDI000000D4C92AK,2022-08-15
a9TDI000000D4CA2A0,2022-08-15
a9TDI000000D4CB2A0,2022-08-15
a9TDI000000D4CC2A0,2022-08-15
a9TDI000000D4CD2A0,2022-08-15
a9TDI000000D4CE2A0,2022-08-15
a9TDI000000D4CF2A0,2022-08-15
a9TDI000000D4CG2A0,2022-08-15
a9TDI000000D49L2AS,2022-08-15
a9TDI000000D49P2AS,2022-08-15
a9TDI000000D49V2AS,2022-08-15
a9TDI000000D49X2AS,2022-08-15
a9TDI000000D49Y2AS,2022-08-15
a9TDI000000D49Z2AS,2022-08-15
a9TDI000000D49g2AC,2022-08-15
a9TDI000000CpY82AK,2022-08-15
a9TDI000000DBsP2AW,2022-08-15
a9TDI000000DAH72AO,2022-08-15
a9TDI000000DCcO2AW,2022-08-15
a9TDI000000DCsg2AG,2022-08-15
a9TDI000000DBtN2AW,2022-08-15
a9TDI000000DBtO2AW,2022-08-15
a9TDI000000DBY72AO,2022-08-15
a9TDI000000DBE72AO,2022-08-15
a9TDI000000DE492AG,2022-08-15
a9TDI000000DE3z2AG,2022-08-15
a9TDI000000D4C82AK,2022-08-15
a9TDI000000D49D2AS,2022-08-14
a9TDI000000D49E2AS,2022-08-14
a9TDI000000D49G2AS,2022-08-14
a9TDI000000DBPf2AO,2022-08-14
a9TDI000000D49I2AS,2022-08-14
a9TDI000000CpWT2A0,2022-08-14
a9TDI000000D49H2AS,2022-08-14
a9TDI000000D48j2AC,2022-08-13
a9TDI000000DBOq2AO,2022-08-13
a9TDI000000DC9g2AG,2022-08-13
a9TDI000000DBU42AO,2022-08-13
a9TDI000000DCAf2AO,2022-08-13
a9TDI000000D48G2AS,2022-08-12
a9TDI000000D48H2AS,2022-08-12
a9TDI000000D48I2AS,2022-08-12
a9TDI000000D48J2AS,2022-08-12
a9TDI000000Cpgu2AC,2022-08-12
a9TDI000000DBmV2AW,2022-08-12
a9TDI000000DBZS2A4,2022-08-12
a9TDI000000D47z2AC,2022-08-12
a9TDI000000D4802AC,2022-08-12
a9TDI000000DD3Y2AW,2022-08-12
a9TDI000000DB3S2AW,2022-08-12
a9TDI000000DCHu2AO,2022-08-12
a9TDI000000D3hw2AC,2022-08-11
a9TDI000000DB0U2AW,2022-08-11
a9TDI000000D47H2AS,2022-08-11
a9TDI000000D47I2AS,2022-08-11
a9TDI000000D47J2AS,2022-08-11
a9TDI000000DBkb2AG,2022-08-11
a9TDI000000DCqk2AG,2022-08-11
a9TDI000000DD1E2AW,2022-08-11
a9TDI000000DBpJ2AW,2022-08-11
a9TDI000000DBF92AO,2022-08-11
a9TDI000000DCyt2AG,2022-08-11
a9TDI000000D4852AC,2022-08-11
a9TDI000000DAxY2AW,2022-08-11
a9TDI000000DD3e2AG,2022-08-11
a9TDI000000DBWO2A4,2022-08-11
a9TDI000000D47C2AS,2022-08-11
a9TDI000000DBwV2AW,2022-08-10
