SBQQ__OptionalSKU__r.Id,SBQQ__OptionalSKU__r.External_ID__c,SBQQ__OptionalSKU__r.Name,SBQQ__OptionalSKU__r.IsActive,SBQQ__OptionalSKU__r.ProductCode,SBQQ__OptionalSKU__r.CurrencyIsoCode,SBQQ__OptionalSKU__r.Description,SBQQ__OptionalSKU__r.Family,SBQQ__OptionalSKU__r.Product_Line__c,SBQQ__OptionalSKU__r.SBQQ__QuantityEditable__c,SBQQ__OptionalSKU__r.SBQQ__QuantityScale__c,SBQQ__OptionalSKU__r.Data_Content_Line__c,SBQQ__OptionalSKU__r.Do_Not_Fulfill__c,SBQQ__OptionalSKU__r.Do_Not_Integrate_to_NS__c,SBQQ__OptionalSKU__r.Fulfillment_Family__c,SBQQ__OptionalSKU__r.SBQQ__AssetAmendmentBehavior__c,SBQQ__OptionalSKU__r.SBQQ__AssetConversion__c,SBQQ__OptionalSKU__r.SBQQ__BatchQuantity__c,SBQQ__OptionalSKU__r.SBQQ__BillingFrequency__c,SBQQ__OptionalSKU__r.SBQQ__BillingType__c,SBQQ__OptionalSKU__r.SBQQ__BlockPricingField__c,SBQQ__OptionalSKU__r.SBQQ__ChargeType__c,SBQQ__OptionalSKU__r.SBQQ__Component__c,SBQQ__OptionalSKU__r.SBQQ__PricingMethod__c
01tDo000000UZOkIAO,EX-0010559,Output Lines,true,AIOUT,USD,Dodge Business Intelligence,Data & Analytics,Market Intelligence,true,,false,false,false,,Default,One per quote line,,Monthly,Advance,Quantity,,true,List
